player_name,team,total_shots,shots_on_target,shots_on_target_percent,shots_per_90,shots_on_target_per_90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_from_fks,pk_scored,pk_attempted,xG,npxG,npxG_per_shot,goals_xG_diff,np_goals_npxG_diff,goals,non_pk_goals
Victor Bernth Kristiansen,Leicester City,3,0,0.0,0.11,0.0,0.0,,17.7,0,0,0,0.3,0.3,0.11,-0.3,-0.3,0,0
Hermansen,Leicester City,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,0,0
Ndidi,Leicester City,22,8,36.4,0.89,0.32,0.0,0.0,13.9,0,0,0,2.0,2.0,0.09,-2.0,-2.0,0,0
Bilal El Khannouss,Leicester City,29,7,24.1,1.25,0.3,0.07,0.29,22.3,0,0,0,1.2,1.2,0.04,0.8,0.8,2,2
Soumaré,Leicester City,7,0,0.0,0.32,0.0,0.0,,23.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3,0,0
Winks,Leicester City,10,4,40.0,0.59,0.23,0.0,0.0,29.2,0,0,0,0.2,0.2,0.02,-0.2,-0.2,0,0
Coady,Leicester City,2,2,100.0,0.12,0.12,0.5,0.5,6.9,0,0,0,0.4,0.4,0.21,0.6,0.6,1,1
Ayew,Leicester City,28,8,28.6,1.7,0.48,0.14,0.5,18.8,4,1,1,3.0,2.2,0.08,2.0,1.8,5,4
Mavididi,Leicester City,26,7,26.9,1.45,0.39,0.15,0.57,16.1,1,0,0,1.8,1.8,0.07,2.2,2.2,4,4
Vestergaard,Leicester City,3,2,66.7,0.19,0.13,0.0,0.0,9.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,0,0
Buonanotte,Leicester City,36,12,33.3,2.15,0.72,0.14,0.42,17.6,0,0,0,3.9,3.9,0.11,1.1,1.1,5,5
Okoli,Leicester City,4,2,50.0,0.32,0.16,0.25,0.5,13.5,0,0,0,0.6,0.6,0.15,0.4,0.4,1,1
Thomas,Leicester City,5,0,0.0,0.47,0.0,0.0,,16.8,0,0,0,0.4,0.4,0.07,-0.4,-0.4,0,0
Skipp,Leicester City,4,1,25.0,0.34,0.09,0.0,0.0,21.0,0,0,0,0.2,0.2,0.04,-0.2,-0.2,0,0
Bobby De Cordova-Reid,Leicester City,7,3,42.9,0.85,0.36,0.14,0.33,25.1,0,0,0,0.8,0.8,0.11,0.2,0.2,1,1
Stolarczyk,Leicester City,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,0,0
McAteer,Leicester City,10,5,50.0,1.31,0.65,0.0,0.0,15.3,0,0,0,0.9,0.9,0.09,-0.9,-0.9,0,0
Abdul Fatawu Issahaku,Leicester City,13,5,38.5,2.02,0.78,0.0,0.0,31.2,0,0,0,0.4,0.4,0.03,-0.4,-0.4,0,0
Daka,Leicester City,15,4,26.7,2.06,0.55,0.07,0.25,14.8,0,0,0,1.3,1.3,0.08,-0.3,-0.3,1,1
Pereira,Leicester City,2,1,50.0,0.53,0.26,0.0,0.0,17.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,0,0
Ward,Leicester City,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,0,0
Choudhury,Leicester City,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,0,0
Coulibaly,Leicester City,2,1,50.0,1.65,0.83,0.0,0.0,19.4,0,0,0,0.0,0.0,0.02,0.0,0.0,0,0
Monga,Leicester City,2,1,50.0,2.73,1.36,0.0,0.0,21.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1,0,0
Édouard,Leicester City,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,0,0
Evans,Leicester City,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,0,0
Alves,Leicester City,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,0,0
Golding,Leicester City,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,0,0
Virgil van Dijk,Liverpool,27,8,29.6,0.75,0.22,0.11,0.38,13.1,1,0,0,2.2,2.2,0.08,0.8,0.8,3,3.0
Salah,Liverpool,112,47,42.0,3.16,1.33,0.17,0.4,14.7,1,9,9,24.0,17.0,0.15,4.0,2.0,28,19.0
Gravenberch,Liverpool,19,5,26.3,0.57,0.15,0.0,0.0,24.2,0,0,0,1.1,1.1,0.06,-1.1,-1.1,0,0.0
Alexis Mac Allister,Liverpool,38,13,34.2,1.32,0.45,0.13,0.38,18.1,1,0,0,2.8,2.8,0.07,2.2,2.2,5,5.0
Konaté,Liverpool,19,3,15.8,0.71,0.11,0.05,0.33,10.5,0,0,0,1.7,1.7,0.09,-0.7,-0.7,1,1.0
Robertson,Liverpool,15,2,13.3,0.56,0.08,0.0,0.0,14.9,0,0,0,1.2,1.2,0.08,-1.2,-1.2,0,0.0
Alexander-Arnold,Liverpool,44,8,18.2,1.71,0.31,0.07,0.38,23.4,3,0,0,1.9,1.9,0.04,1.1,1.1,3,3.0
Szoboszlai,Liverpool,64,21,32.8,2.43,0.8,0.08,0.24,18.9,3,0,0,7.2,7.2,0.11,-2.2,-2.2,5,5.0
Díaz,Liverpool,67,29,43.3,2.62,1.13,0.19,0.45,13.3,0,0,0,11.3,11.3,0.17,1.7,1.7,13,13.0
Alisson,Liverpool,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,0,0.0
Gakpo,Liverpool,53,22,41.5,2.68,1.11,0.19,0.45,14.9,0,0,0,6.9,6.9,0.13,3.1,3.1,10,10.0
Jones,Liverpool,32,13,40.6,1.81,0.73,0.09,0.23,16.9,0,0,0,4.2,4.2,0.13,-1.2,-1.2,3,3.0
Jota,Liverpool,49,13,26.5,3.78,1.0,0.12,0.46,12.5,0,0,0,7.6,7.6,0.15,-1.6,-1.6,6,6.0
Kelleher,Liverpool,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,0,0.0
Núñez,Liverpool,33,12,36.4,2.76,1.0,0.15,0.42,14.3,0,0,0,5.3,5.3,0.16,-0.3,-0.3,5,5.0
Tsimikas,Liverpool,4,2,50.0,0.48,0.24,0.0,0.0,16.1,0,0,0,0.4,0.4,0.1,-0.4,-0.4,0,0.0
Gomez,Liverpool,3,2,66.7,0.52,0.35,0.0,0.0,11.9,0,0,0,0.3,0.3,0.11,-0.3,-0.3,0,0.0
Bradley,Liverpool,9,3,33.3,1.28,0.43,0.0,0.0,14.3,0,0,0,0.6,0.6,0.07,-0.6,-0.6,0,0.0
Quansah,Liverpool,1,0,0.0,0.22,0.0,0.0,,8.9,0,0,0,0.1,0.1,0.1,-0.1,-0.1,0,0.0
Elliott,Liverpool,14,2,14.3,4.58,0.65,0.0,0.0,18.0,1,0,0,0.9,0.9,0.06,-0.9,-0.9,0,0.0
Endo,Liverpool,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,0,0.0
Chiesa,Liverpool,4,2,50.0,7.83,3.91,0.0,0.0,20.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2,0,0.0
Jaros,Liverpool,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,0,0.0
Danns,Liverpool,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,0,0.0
Gvardiol,Manchester City,39,11,28.2,1.13,0.32,0.13,0.45,13.1,0,0,0,4.4,4.1,0.11,0.6,0.9,5,5.0
Haaland,Manchester City,100,54,54.0,3.5,1.89,0.19,0.35,12.2,1,2,3,20.9,18.5,0.19,0.1,0.5,21,19.0
Silva,Manchester City,31,10,32.3,1.12,0.36,0.1,0.3,12.5,0,0,0,3.6,3.6,0.12,-0.6,-0.6,3,3.0
Ederson,Manchester City,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,0,0.0
