player_name,team,touches,touches_in_def_pen_area,touches_in_def_third,touches_in_mid_third,touches_in_att_third,touches_in_att_pen_area,live_ball_touches,attempted_take_ons,successful_take_ons,successful_take_ons_percent,tackled_during_take_on,tackled_during_take_on_percent,carries,total_carrying_distance,progressive_carrying_distance,progressive_carries,carries_into_final_third,carries_into_pen_area,miscontrols,times_dispossessed,passes_received,progressive_passes_received
Christian Eriksen,Manchester United,828,24,168,391,273,15,828,4,0,0.0,4,100.0,459,1718,797,12,13,1,12,5,551,29
Patrick Dorgu,Manchester United,467,15,126,160,183,24,467,10,3,30.0,3,30.0,260,1424,883,30,14,5,10,9,297,58
Mason Mount,Manchester United,264,9,36,132,99,22,264,8,1,12.5,6,75.0,164,825,356,12,9,2,10,9,192,28
Victor Lindelöf,Manchester United,300,43,168,119,14,3,300,0,0,,0,,161,763,345,2,2,0,1,1,197,3
Harry Amass,Manchester United,250,13,82,88,84,5,250,8,3,37.5,4,50.0,132,705,376,9,6,2,18,5,124,23
Jonny Evans,Manchester United,223,30,125,91,11,2,223,1,1,100.0,0,0.0,128,498,183,1,0,0,1,0,137,2
Altay Bayındır,Manchester United,141,119,139,2,0,0,141,0,0,,0,,97,383,163,0,0,0,0,0,91,0
Luke Shaw,Manchester United,272,21,107,125,40,4,272,1,0,0.0,1,100.0,191,948,478,7,8,0,2,0,212,7
Tyler Fredricson,Manchester United,141,11,64,68,9,1,141,1,1,100.0,0,0.0,86,279,114,2,1,0,2,0,95,0
Tyrell Malacia,Manchester United,62,2,20,27,15,0,62,1,1,100.0,0,0.0,37,190,118,3,2,0,1,2,43,6
Chidozie Obi-Martin,Manchester United,44,3,6,19,19,8,44,3,1,33.3,2,66.7,22,114,50,2,0,1,5,1,29,12
Ayden Heaven,Manchester United,67,21,42,23,3,1,67,2,2,100.0,0,0.0,42,245,122,1,1,0,2,1,40,1
Toby Collyer,Manchester United,129,9,46,59,25,3,129,2,1,50.0,1,50.0,68,239,56,0,0,0,11,1,71,2
Antony,Manchester United,101,2,22,26,54,8,101,11,4,36.4,6,54.5,60,317,182,5,6,1,5,1,69,7
Scott McTominay,Manchester United,14,1,3,8,3,1,14,1,0,0.0,1,100.0,10,68,44,0,0,0,1,1,9,2
Squad Total,Manchester United,23379,2424,8133,9906,5557,905,23376,603,248,41.1,310,51.4,14256,70967,35856,653,454,218,491,339,15728,1337
Opponent Total,Manchester United,21149,2383,6729,9445,5198,768,21144,734,306,41.7,377,51.4,11766,63021,31943,640,510,175,465,397,13572,1120
Bruno Guimarães,Newcastle United,2063,77,417,1057,612,77,2063,76,34,44.7,25,32.9,1321,7193,3191,54,40,12,54,73,1547,88
Dan Burn,Newcastle United,2249,353,1251,886,118,51,2249,4,3,75.0,1,25.0,1281,5951,2582,9,6,1,23,3,1518,12
Alexander Isak,Newcastle United,988,20,57,368,577,186,984,88,42,47.7,44,50.0,589,3605,1800,82,42,43,65,54,706,206
Fabian Schär,Newcastle United,2172,247,1118,928,137,34,2172,12,8,66.7,2,16.7,1363,6132,3502,14,23,2,11,6,1516,19
Valentino Livramento,Newcastle United,1847,111,586,849,439,35,1847,50,22,44.0,21,42.0,961,5806,3075,74,39,11,28,35,1071,102
Joelinton,Newcastle United,1360,67,256,670,448,83,1360,46,15,32.6,28,60.9,729,3598,1786,40,26,9,39,53,934,110
Jacob Murphy,Newcastle United,1194,24,171,443,592,91,1194,67,33,49.3,31,46.3,695,4115,2211,73,34,26,31,36,858,225
Sandro Tonali,Newcastle United,1682,63,383,932,393,43,1682,35,19,54.3,13,37.1,907,5002,2069,33,35,5,27,23,1167,49
Nick Pope,Newcastle United,804,636,793,11,0,0,804,0,0,,0,,414,2374,1613,0,0,0,0,1,282,0
Anthony Gordon,Newcastle United,1204,16,119,455,649,125,1202,98,35,35.7,45,45.9,778,5786,3086,113,58,56,32,37,875,203
Lewis Hall,Newcastle United,1820,95,623,804,414,47,1820,21,11,52.4,7,33.3,950,4398,2358,41,22,13,33,20,1094,80
Harvey Barnes,Newcastle United,756,15,91,241,430,119,756,63,24,38.1,32,50.8,525,3983,2323,89,45,47,29,22,604,186
Kieran Trippier,Newcastle United,1347,50,373,594,389,12,1347,8,4,50.0,4,50.0,587,2138,1158,25,14,4,11,8,818,53
Joe Willock,Newcastle United,503,12,73,214,227,51,503,34,12,35.3,16,47.1,302,2082,984,36,27,14,35,23,347,82
Martin Dúbravka,Newcastle United,350,262,337,14,0,0,350,0,0,,0,,202,1043,643,0,0,0,0,0,175,0
Sean Longstaff,Newcastle United,434,24,123,193,121,21,434,7,2,28.6,4,57.1,248,1176,429,4,10,2,9,7,308,22
Lloyd Kelly,Newcastle United,215,26,105,94,19,4,215,3,2,66.7,1,33.3,120,474,202,0,2,0,3,2,129,5
Sven Botman,Newcastle United,214,33,92,116,9,6,214,3,1,33.3,1,33.3,102,448,220,0,1,0,2,1,137,0
Emil Krafth,Newcastle United,181,33,95,65,23,4,181,1,0,0.0,1,100.0,78,390,172,5,5,0,2,2,91,3
Callum Wilson,Newcastle United,77,1,5,46,29,16,77,6,1,16.7,3,50.0,38,213,93,5,4,5,11,8,46,12
Lewis Miley,Newcastle United,212,5,40,112,61,6,212,3,1,33.3,1,33.3,104,518,192,2,1,0,8,1,149,8
Miguel Almirón,Newcastle United,81,1,10,35,36,9,81,2,1,50.0,1,50.0,54,284,93,3,3,2,0,2,59,18
William Osula,Newcastle United,41,1,2,17,22,4,41,6,3,50.0,3,50.0,25,151,55,2,1,0,5,5,27,12
Matt Targett,Newcastle United,17,0,3,8,6,0,17,0,0,,0,,4,12,6,0,0,0,0,0,12,1
Squad Total,Newcastle United,21811,2172,7123,9152,5751,1024,21805,633,273,43.1,284,44.9,12377,66872,33843,704,438,252,458,422,14470,1496
Opponent Total,Newcastle United,21235,2521,6798,9181,5474,844,21233,657,281,42.8,294,44.7,11889,61946,31544,631,448,209,516,278,13596,1220
Matz Sels,Nottingham Forest,1041,794,1024,17,0,0,1041,0,0,,0,,496,2982,1526,0,1,1,0,0,398,0
Nikola Milenković,Nottingham Forest,1316,243,720,518,82,59,1316,1,1,100.0,0,0.0,509,2175,1027,3,3,2,2,2,672,6
Murillo,Nottingham Forest,1792,400,921,789,96,21,1792,33,26,78.8,7,21.2,760,3849,2286,20,24,1,18,10,912,5
Ola Aina,Nottingham Forest,1609,151,583,679,377,21,1609,69,32,46.4,25,36.2,705,4530,2650,63,42,10,42,22,773,59
Chris Wood,Nottingham Forest,720,37,85,342,295,95,717,12,4,33.3,7,58.3,348,1211,470,14,11,5,74,24,527,88
Morgan Gibbs-White,Nottingham Forest,1543,34,179,785,604,87,1543,75,30,40.0,34,45.3,866,4844,2485,66,50,12,70,40,1155,126
Elliot Anderson,Nottingham Forest,1704,96,406,818,510,63,1704,74,36,48.6,29,39.2,867,4730,2185,47,32,19,56,46,1009,87
Anthony Elanga,Nottingham Forest,1039,29,133,304,619,102,1039,79,25,31.6,36,45.6,553,4183,2346,91,42,43,72,40,700,202
Neco Williams,Nottingham Forest,1447,145,516,527,423,40,1447,45,18,40.0,19,42.2,600,3692,2052,65,28,16,31,19,689,95
Callum Hudson-Odoi,Nottingham Forest,1005,15,111,324,595,72,1005,62,36,58.1,18,29.0,626,5261,3335,127,61,45,44,23,764,186
Nicolás Domínguez,Nottingham Forest,1131,73,277,593,271,30,1131,8,3,37.5,3,37.5,427,1678,833,14,13,2,20,10,626,30
Ryan Yates,Nottingham Forest,1012,79,269,494,260,40,1012,18,9,50.0,5,27.8,412,1986,904,17,18,1,23,18,530,15
Álex Moreno,Nottingham Forest,559,60,210,202,158,8,559,21,8,38.1,8,38.1,229,1470,864,26,16,4,13,6,258,34
Morato,Nottingham Forest,449,88,266,166,19,2,449,2,2,100.0,0,0.0,160,786,415,1,2,0,6,3,204,1
Jota Silva,Nottingham Forest,348,19,82,98,179,45,348,33,10,30.3,14,42.4,173,1132,613,20,13,8,24,12,199,58
Ibrahim Sangaré,Nottingham Forest,320,15,79,196,47,7,320,1,0,0.0,1,100.0,138,578,218,1,2,0,5,1,190,3
James Ward-Prowse,Nottingham Forest,205,13,49,115,45,1,205,0,0,,0,,92,407,170,1,3,0,3,3,115,3
Danilo,Nottingham Forest,140,8,50,78,13,0,140,6,3,50.0,3,50.0,49,217,61,2,0,0,6,0,83,1
Taiwo Awoniyi,Nottingham Forest,167,5,16,78,74,21,167,9,4,44.4,5,55.6,90,402,183,6,5,2,19,19,113,20
Ramón Sosa,Nottingham Forest,154,6,36,48,77,15,154,13,8,61.5,5,38.5,75,601,333,12,7,5,6,5,81,17
Willy Boly,Nottingham Forest,97,22,63,32,2,1,97,0,0,,0,,35,128,45,0,0,0,1,0,46,0
Harry Toffolo,Nottingham Forest,88,9,32,22,34,2,88,0,0,,0,,17,57,23,0,0,0,0,0,30,4
Eric da Silva Moreira,Nottingham Forest,13,3,7,4,2,0,13,1,0,0.0,1,100.0,4,26,11,1,0,0,1,0,3,1
Squad Total,Nottingham Forest,17899,2344,6114,7229,4782,732,17896,562,255,45.4,220,39.1,8231,46925,25035,597,373,176,536,303,10077,1041
Opponent Total,Nottingham Forest,23621,1988,6527,10582,6722,1027,23618,707,312,44.1,312,44.1,13759,81342,46760,929,581,237,562,339,15864,1799
Kyle Walker-Peters,Southampton,2022,151,615,884,540,59,2022,92,38,41.3,39,42.4,1271,7917,4373,114,72,24,32,39,1433,144
Mateus Fernandes,Southampton,1653,68,364,809,518,48,1653,102,46,45.1,45,44.1,854,5486,3038,75,68,9,55,33,1019,103
Taylor Harwood-Bellis,Southampton,2393,327,1118,1106,179,40,2393,3,3,100.0,0,0.0,1385,6503,3765,29,27,0,15,5,1730,9
Jan Bednarek,Southampton,2049,386,1091,924,41,15,2049,3,3,100.0,0,0.0,1046,3845,1742,5,5,1,9,3,1307,2
Aaron Ramsdale,Southampton,1240,896,1214,30,0,0,1240,0,0,,0,,746,3816,2258,0,0,0,3,0,665,0
Flynn Downes,Southampton,1218,86,368,645,214,21,1218,16,5,31.3,8,50.0,579,3169,1626,25,21,4,13,17,852,29
Joe Aribo,Southampton,1223,50,301,636,297,44,1223,47,19,40.4,22,46.8,717,3941,1942,35,28,12,25,18,891,65
Tyler Dibling,Southampton,845,27,122,379,363,41,845,105,44,41.9,39,37.1,545,4299,2154,68,49,26,43,54,631,94
Ryan Manning,Southampton,968,72,260,397,321,22,968,36,11,30.6,16,44.4,483,2023,982,14,13,4,17,5,573,74
Lesley Ugochukwu,Southampton,848,46,206,481,167,24,848,26,18,69.2,7,26.9,467,2535,1218,29,15,6,12,13,578,20
Jack Stephens,Southampton,1009,124,431,486,96,11,1009,4,0,0.0,4,100.0,570,2661,1218,13,12,1,3,3,710,2
Yukinari Sugawara,Southampton,1023,61,306,395,327,29,1023,20,9,45.0,10,50.0,553,2517,1354,32,15,7,18,4,692,76
Kamaldeen Sulemana,Southampton,536,15,76,198,281,53,536,94,34,36.2,52,55.3,349,2935,1448,59,34,25,45,23,380,81
Adam Armstrong,Southampton,377,11,44,143,192,49,376,14,6,42.9,8,57.1,235,1324,599,25,13,6,11,18,286,79
Cameron Archer,Southampton,368,16,62,161,148,51,367,33,14,42.4,18,54.5,212,1088,500,20,9,14,35,25,258,65
James Bree,Southampton,639,48,215,273,156,10,639,8,4,50.0,2,25.0,338,1497,752,12,12,0,7,5,408,37
Paul Onuachu,Southampton,428,17,43,228,160,66,428,25,7,28.0,14,56.0,208,829,243,7,5,2,49,33,349,40
Nathan Wood-Gordon,Southampton,457,54,219,212,27,2,457,5,3,60.0,1,20.0,253,1150,454,2,6,0,4,1,339,0
William Smallbone,Southampton,402,15,76,199,131,14,402,6,4,66.7,2,33.3,182,774,391,5,9,1,11,5,243,23
Alex McCarthy,Southampton,173,141,173,0,0,0,173,0,0,,0,,100,452,276,0,0,0,0,0,88,0
Adam Lallana,Southampton,318,19,91,155,73,6,318,12,5,41.7,5,41.7,178,831,366,6,8,0,10,6,245,10
Ben Brereton,Southampton,206,4,19,76,112,20,206,4,1,25.0,2,50.0,136,791,394,12,13,4,9,4,171,42
Ryan Fraser,Southampton,131,12,45,50,37,3,131,3,2,66.7,1,33.3,74,492,252,10,5,2,4,2,94,18
Welington,Southampton,179,21,78,61,43,3,179,5,3,60.0,1,20.0,63,247,125,3,3,1,8,2,72,10
Ross Stewart,Southampton,102,8,22,41,39,6,102,2,1,50.0,1,50.0,51,203,63,1,0,1,6,7,76,6
Joe Lumley,Southampton,164,116,161,3,0,0,164,0,0,,0,,103,476,296,0,0,0,0,0,108,0
Armel Bella Kotchap,Southampton,263,33,147,115,3,1,263,1,0,0.0,1,100.0,186,936,326,0,0,0,1,0,192,0
Charlie Taylor,Southampton,219,21,93,91,36,1,219,2,2,100.0,0,0.0,91,386,155,3,3,0,1,1,133,6
Albert Grønbaek,Southampton,38,2,9,14,15,2,38,4,0,0.0,4,100.0,18,79,15,1,0,1,5,4,21,3
Maxwel Cornet,Southampton,34,1,8,14,13,2,34,1,0,0.0,1,100.0,16,73,26,1,0,1,3,0,23,5
Samuel Edozie,Southampton,43,0,0,7,36,10,43,4,2,50.0,2,50.0,34,336,197,6,2,4,4,0,39,23
Jay Robinson,Southampton,17,2,5,5,8,1,17,5,2,40.0,3,60.0,10,69,34,1,1,0,0,0,10,2
Samuel Amo-Ameyaw,Southampton,16,0,5,5,7,1,16,4,0,0.0,3,75.0,11,98,68,1,0,1,0,2,11,3
Ronnie Edwards,Southampton,6,3,4,2,0,0,6,0,0,,0,,3,10,0,0,0,0,0,0,5,0
Carlos Alcaraz,Southampton,17,0,1,8,9,2,17,2,0,0.0,2,100.0,12,112,98,4,1,0,0,0,12,1
Squad Total,Southampton,21624,2853,7992,9233,4589,657,21622,688,286,41.6,313,45.5,12079,63900,32748,618,449,157,458,332,14644,1072
Opponent Total,Southampton,22428,2033,6483,9361,6805,1199,22419,630,289,45.9,268,42.5,12979,68204,36042,779,512,294,406,348,15457,1532
Pedro Porro,Tottenham,2180,126,639,795,759,32,2180,39,13,33.3,24,61.5,1159,5276,2744,64,42,5,25,18,1262,107
Dejan Kulusevski,Tottenham,1276,24,149,432,719,158,1276,117,38,32.5,71,60.7,823,6157,3208,120,67,40,77,74,895,210
Dominic Solanke,Tottenham,636,31,68,290,284,111,636,50,16,32.0,31,62.0,374,2024,803,29,21,14,67,47,448,88
Brennan Johnson,Tottenham,825,16,89,282,466,120,825,44,19,43.2,22,50.0,527,2805,1410,57,21,32,25,16,609,194
Guglielmo Vicario,Tottenham,892,599,874,18,0,0,892,1,1,100.0,0,0.0,636,2955,1635,0,0,0,0,0,577,0
Son Heung-min,Tottenham,1102,15,110,351,651,119,1100,82,29,35.4,40,48.8,738,4586,2382,89,45,41,25,31,844,262
Destiny Udogie,Tottenham,1336,60,377,591,383,49,1336,32,13,40.6,16,50.0,735,4188,2290,54,39,12,32,19,796,93
James Maddison,Tottenham,1464,26,210,691,576,77,1464,77,33,42.9,34,44.2,1026,5128,2279,45,39,20,23,25,1125,95
Pape Matar Sarr,Tottenham,1215,41,254,684,297,28,1215,28,11,39.3,14,50.0,753,4419,1861,32,36,5,29,21,853,52
Rodrigo Bentancur,Tottenham,1269,72,307,756,215,24,1269,18,8,44.4,8,44.4,748,3491,1455,26,23,5,18,19,833,34
Djed Spence,Tottenham,1375,77,476,625,296,25,1375,71,36,50.7,28,39.4,769,4559,2434,58,42,7,26,33,844,70
Cristian Romero,Tottenham,1377,157,594,720,74,23,1377,4,1,25.0,2,50.0,896,4702,2893,12,18,0,10,5,936,3
Archie Gray,Tottenham,1220,140,575,558,97,2,1220,11,6,54.5,4,36.4,845,3907,1621,7,6,0,10,10,907,17
Yves Bissouma,Tottenham,1007,66,293,569,153,5,1007,21,7,33.3,14,66.7,589,3498,1557,15,17,0,25,15,686,3
Radu Drăgușin,Tottenham,961,148,510,430,30,12,961,2,0,0.0,0,0.0,623,3349,1666,7,3,0,8,2,669,2
Ben Davies,Tottenham,1122,196,601,473,48,13,1122,1,1,100.0,0,0.0,623,3114,1757,14,10,0,5,0,740,6
Lucas Bergvall,Tottenham,885,36,188,478,232,22,885,45,21,46.7,20,44.4,531,3392,1634,33,21,4,20,19,586,31
Micky van de Ven,Tottenham,862,101,442,393,36,9,862,8,4,50.0,4,50.0,599,2790,1388,8,10,1,5,4,629,1
Mathys Tel,Tottenham,354,4,42,132,191,33,353,42,12,28.6,25,59.5,233,1381,699,22,22,8,23,12,241,60
Wilson Odobert,Tottenham,344,5,33,124,190,34,344,31,12,38.7,16,51.6,246,1860,1085,43,23,18,17,16,258,65
Kevin Danso,Tottenham,569,77,316,230,27,8,569,3,2,66.7,1,33.3,380,2044,1088,11,5,0,7,2,409,1
Fraser Forster,Tottenham,228,212,228,0,0,0,228,1,1,100.0,0,0.0,113,501,264,0,0,0,1,0,94,0
Antonín Kinský,Tottenham,198,170,195,3,0,0,198,0,0,,0,,122,595,349,1,0,0,0,0,113,0
Timo Werner,Tottenham,298,8,24,78,203,33,298,19,10,52.6,8,42.1,215,1768,1062,42,24,18,14,6,227,89
Richarlison,Tottenham,161,8,19,81,62,29,161,15,1,6.7,13,86.7,87,419,164,8,8,3,9,8,118,22
Mikey Moore,Tottenham,124,2,12,35,78,13,124,15,2,13.3,11,73.3,93,704,330,11,5,5,9,6,94,37
Brandon Austin,Tottenham,36,30,36,0,0,0,36,0,0,,0,,22,104,46,0,0,0,0,0,16,0
Sergio Reguilón,Tottenham,121,2,28,61,33,3,121,4,2,50.0,0,0.0,64,293,180,4,2,1,1,1,74,10
Dane Scarlett,Tottenham,9,1,3,5,1,1,9,0,0,,0,,5,66,33,1,0,0,0,1,4,1
Alfie Dorrington,Tottenham,16,0,11,5,0,0,16,0,0,,0,,12,61,26,0,0,0,0,0,13,0
Will Lankshear,Tottenham,3,0,0,2,1,0,3,0,0,,0,,3,3,0,0,0,0,2,0,3,1
Squad Total,Tottenham,23465,2450,7703,9892,6102,983,23462,781,299,38.3,406,52.0,14589,80139,40343,813,549,239,513,410,15903,1554
Opponent Total,Tottenham,19645,2488,7034,7800,5038,914,19643,657,279,42.5,290,44.1,10650,55125,26790,609,374,212,474,349,11972,1185
Max Kilman,West Ham,2234,447,1250,894,107,32,2234,20,14,70.0,2,10.0,1192,5354,3074,30,14,2,16,3,1478,6
Aaron Wan-Bissaka,West Ham,2098,139,650,895,584,47,2098,116,60,51.7,41,35.3,997,6305,3494,105,61,14,33,21,1210,154
Jarrod Bowen,West Ham,1144,25,127,424,617,156,1143,119,40,33.6,69,58.0,685,4988,2378,102,44,57,68,72,753,191
Mohammed Kudus,West Ham,1216,12,164,510,585,122,1216,199,89,44.7,92,46.2,802,5306,2486,95,57,41,72,92,946,207
Tomáš Souček,West Ham,1217,119,338,595,288,100,1217,12,6,50.0,6,50.0,477,1458,514,8,10,3,19,13,726,67
Lucas Paquetá,West Ham,1738,62,360,957,435,57,1736,43,18,41.9,20,46.5,891,3185,1300,22,32,2,53,50,1220,82
Emerson Palmieri,West Ham,1325,82,422,559,359,28,1325,30,10,33.3,17,56.7,555,3013,1737,47,25,9,24,7,747,83
Alphonse Areola,West Ham,1011,806,1001,11,0,0,1011,0,0,,0,,580,2376,1275,0,0,0,0,0,535,0
Konstantinos Mavropanos,West Ham,1446,224,755,637,62,24,1446,17,9,52.9,5,29.4,802,3969,2152,16,10,1,12,0,944,2
Edson Álvarez,West Ham,1125,63,333,622,179,12,1125,32,14,43.8,13,40.6,624,3489,1589,22,21,2,25,13,753,18
Jean-Clair Todibo,West Ham,1142,152,631,476,44,10,1142,14,7,50.0,7,50.0,666,2825,1406,9,5,0,13,10,774,5
Guido Rodríguez,West Ham,659,46,210,390,60,3,659,4,3,75.0,0,0.0,309,1089,439,3,5,1,3,7,380,5
Carlos Soler,West Ham,766,27,177,397,197,23,766,18,8,44.4,9,50.0,356,1749,740,16,17,4,14,14,521,34
Łukasz Fabiański,West Ham,488,382,483,5,0,0,488,2,2,100.0,0,0.0,258,1371,845,0,0,0,0,0,227,0
Michail Antonio,West Ham,296,3,26,124,151,36,296,27,9,33.3,13,48.1,173,1177,695,29,13,9,35,19,221,59
Vladimír Coufal,West Ham,633,58,240,267,129,11,633,9,3,33.3,3,33.3,257,1482,744,19,8,2,11,6,343,28
James Ward-Prowse,West Ham,747,28,161,457,131,8,747,5,2,40.0,3,60.0,379,1774,771,9,14,0,3,6,523,4
Aaron Cresswell,West Ham,636,43,254,305,82,1,636,2,1,50.0,1,50.0,272,1030,467,5,8,0,4,0,394,3
Crysencio Summerville,West Ham,372,9,47,147,181,38,372,39,13,33.3,18,46.2,207,1463,762,29,15,13,20,16,259,71
Oliver Scarles,West Ham,420,27,140,166,118,7,420,6,1,16.7,5,83.3,190,770,445,11,9,1,10,3,243,39
Niclas Füllkrug,West Ham,229,15,21,116,93,35,229,6,1,16.7,4,66.7,96,362,188,6,4,2,16,5,166,25
Danny Ings,West Ham,139,2,15,51,73,27,139,7,4,57.1,2,28.6,63,324,118,6,0,2,6,6,96,29
Andy Irving,West Ham,150,7,37,89,24,0,150,1,1,100.0,0,0.0,73,305,137,0,1,0,1,3,104,4
Evan Ferguson,West Ham,66,1,6,30,31,10,66,5,3,60.0,2,40.0,31,123,41,1,1,1,8,5,42,7
Luis Guilherme,West Ham,85,3,19,30,37,4,85,9,5,55.6,2,22.2,42,324,136,3,3,1,4,3,55,13
Lewis Orford,West Ham,42,1,8,28,7,2,42,0,0,,0,,22,98,27,0,0,0,1,0,31,1
Kaelan Casey,West Ham,1,1,1,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Squad Total,West Ham,21425,2784,7876,9182,4574,793,21422,742,323,43.5,334,45.0,10999,55709,27960,593,377,167,471,374,13691,1137
Opponent Total,West Ham,22728,2308,6854,9776,6310,1039,22725,580,233,40.2,275,47.4,13157,71387,37956,794,497,230,489,335,15024,1542
Rayan Aït-Nouri,Wolves,2015,88,549,861,632,90,2015,131,61,46.6,54,41.2,1056,5849,3055,86,58,28,44,45,1231,163
João Gomes,Wolves,1877,59,410,1033,460,42,1877,59,26,44.1,26,44.1,978,5740,2611,53,50,6,38,49,1254,70
Nélson Semedo,Wolves,1608,119,462,733,432,26,1608,66,30,45.5,28,42.4,830,4808,2471,63,36,10,42,20,916,113
Jørgen Strand Larsen,Wolves,702,35,84,332,287,104,702,17,7,41.2,10,58.8,332,1154,454,17,14,9,88,32,510,108
André,Wolves,1536,88,421,988,144,3,1536,30,15,50.0,11,36.7,856,3515,1542,8,15,0,27,21,1032,11
José Sá,Wolves,948,754,939,10,0,0,948,7,7,100.0,0,0.0,595,3542,2308,0,0,0,1,0,469,0
Matheus Cunha,Wolves,1466,22,175,665,674,120,1465,131,58,44.3,58,44.3,844,6335,3149,105,88,38,74,49,985,150
Toti Gomes,Wolves,1873,213,888,906,101,15,1873,29,19,65.5,8,27.6,1103,5355,2927,25,20,0,18,13,1280,17
Matt Doherty,Wolves,1483,124,590,727,184,26,1483,20,11,55.0,6,30.0,793,3572,2133,29,19,4,11,5,948,40
Jean-Ricner Bellegarde,Wolves,773,24,141,350,299,46,773,61,14,23.0,31,50.8,476,3053,1476,51,35,11,39,25,533,85
Santiago Bueno,Wolves,1023,169,520,485,21,6,1023,4,0,0.0,4,100.0,555,2727,1430,1,2,0,2,2,660,1
Mario Lemina,Wolves,809,92,324,378,119,18,809,16,10,62.5,4,25.0,382,2068,1038,8,12,2,21,11,482,21
Emmanuel Agbadou,Wolves,1019,172,577,426,23,5,1019,12,9,75.0,2,16.7,645,3046,1398,3,3,0,3,4,686,2
Marshall Munetsi,Wolves,324,18,54,169,104,30,324,10,2,20.0,7,70.0,125,473,165,7,3,3,30,12,159,28
Craig Dawson,Wolves,671,130,396,249,28,14,671,5,1,20.0,2,40.0,390,1819,938,6,1,0,2,0,443,5
Gonçalo Guedes,Wolves,396,4,43,171,195,32,396,21,5,23.8,12,57.1,249,1849,956,36,24,6,34,14,273,66
Sam Johnstone,Wolves,306,229,304,2,0,0,306,0,0,,0,,196,1221,756,0,0,0,0,0,179,0
Pablo Sarabia,Wolves,496,4,57,242,200,23,496,14,6,42.9,6,42.9,297,1363,655,12,15,0,18,13,345,54
Rodrigo Gomes,Wolves,362,23,86,123,160,27,362,15,5,33.3,7,46.7,188,1275,761,22,18,7,17,7,213,72
Hwang Hee-chan,Wolves,262,9,41,99,124,24,262,14,2,14.3,12,85.7,151,928,426,15,5,7,14,10,174,41
Yerson Mosquera,Wolves,294,43,170,115,12,7,294,0,0,,0,,168,683,322,0,1,0,4,1,182,0
Tommy Doyle,Wolves,463,22,128,258,80,4,463,9,5,55.6,1,11.1,260,1417,578,6,3,0,9,4,303,4
Carlos Forbs,Wolves,121,3,23,39,60,13,121,12,7,58.3,5,41.7,75,468,321,10,3,8,7,4,85,28
Daniel Bentley,Wolves,35,30,35,0,0,0,35,0,0,,0,,18,102,32,0,0,0,0,0,14,0
Pedro Lima,Wolves,48,0,9,12,28,3,48,3,1,33.3,2,66.7,22,120,83,4,3,1,1,0,30,11
Daniel Podence,Wolves,20,0,2,11,7,0,20,2,2,100.0,0,0.0,13,77,43,1,1,0,0,0,17,3
Nasser Djiga,Wolves,16,2,8,8,0,0,16,0,0,,0,,7,25,0,0,0,0,1,2,7,1
Chiquinho,Wolves,3,0,0,1,2,1,3,0,0,,0,,1,13,5,0,0,0,0,0,2,0
Mateus Mane,Wolves,6,0,0,6,0,0,6,0,0,,0,,2,22,7,0,0,0,0,0,4,0
Alfie Pond,Wolves,1,0,0,1,0,0,1,0,0,,0,,1,2,2,0,0,0,0,0,1,0
Boubacar Traoré,Wolves,2,0,0,2,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Squad Total,Wolves,20958,2476,7436,9402,4376,679,20957,688,303,44.0,296,43.0,11608,62621,32042,568,429,140,545,343,13417,1094
Opponent Total,Wolves,22587,2194,6752,10008,6046,939,22578,743,291,39.2,345,46.4,12538,67773,35226,731,493,222,523,413,15124,1458
