player,nation,position,age,matches_played,minutes_played,minutes_per_match,percent_of_squad_mins_played,90s_played,starts,minutes_per_start,complete_matches_played,sub_appearances,minutes_per_sub,matches_as_unused_sub,points_per_match,goals_scored_by_team_while_on_pitch,goals_allowed_by_team_while_on_pitch,goals_scored_goals_allowed_while_on_pitch_diff,goals_scored_goals_allowed_while_on_pitch_diff_per_ninety_played,net_goals_scored_while_player_on_pitch_minus_net_goals_allowed_while_player_on_pitch_per_ninety,team_xG_while_on_pitch,team_xGA_while_on_pitch,team_xGdiff_while_on_pitch,team_xGdiff_while_on_pitch_per_ninety,team_xG_plus_minus_net_diff_while_on_pitch
Julio Enciso,PAR,"MF,FW",20,13,869.0,67.0,25.4,9.7,12,71.0,2,1,12.0,0,0.46,9.0,18.0,-9.0,-0.93,0.37,9.7,16.4,-6.7,-0.7,0.42
Conor Chaplin,ENG,"MF,FW",27,22,857.0,39.0,25.1,9.5,10,71.0,1,12,13.0,6,0.41,8.0,19.0,-11.0,-1.16,0.07,8.8,17.6,-8.8,-0.93,0.1
Nathan Broadhead,WAL,"MF,FW",26,18,702.0,39.0,20.5,7.8,7,74.0,1,11,17.0,7,0.44,12.0,12.0,0.0,0.0,1.52,9.1,11.6,-2.5,-0.32,0.87
Christian Walton,ENG,GK,28,7,630.0,90.0,18.4,7.0,7,90.0,7,0,,27,0.57,6.0,19.0,-13.0,-1.86,-0.79,5.6,13.8,-8.2,-1.17,-0.2
George Hirst,SCO,FW,25,26,661.0,25.0,19.3,7.3,5,72.0,0,21,14.0,0,0.5,10.0,16.0,-6.0,-0.82,0.49,7.1,15.0,-7.9,-1.08,-0.08
Jaden Philogene Bidace,ENG,"FW,DF",22,10,474.0,47.0,13.9,5.3,5,81.0,2,5,14.0,1,0.4,3.0,17.0,-14.0,-2.66,-1.68,4.5,9.5,-4.9,-0.94,0.08
Jack Taylor,IRL,MF,26,32,860.0,27.0,25.1,9.6,4,79.0,0,28,19.0,1,0.5,7.0,21.0,-14.0,-1.47,-0.34,6.9,15.5,-8.6,-0.9,0.14
Harry Clarke,ENG,DF,23,7,379.0,54.0,11.1,4.2,4,85.0,3,3,14.0,5,0.43,4.0,9.0,-5.0,-1.19,0.03,4.3,9.1,-4.8,-1.13,-0.14
Conor Townsend,ENG,DF,31,6,335.0,56.0,9.8,3.7,3,87.0,2,3,25.0,26,0.83,5.0,6.0,-1.0,-0.27,1.04,3.0,8.0,-5.0,-1.35,-0.37
Chiedozie Ogbene,IRL,FW,27,5,238.0,48.0,7.0,2.6,3,63.0,0,2,25.0,2,0.6,4.0,3.0,1.0,0.38,1.71,1.7,2.3,-0.6,-0.24,0.82
Massimo Luongo,AUS,MF,31,11,201.0,18.0,5.9,2.2,2,68.0,0,9,7.0,11,0.55,1.0,6.0,-5.0,-2.24,-1.09,1.0,6.7,-5.7,-2.52,-1.61
Ben Godfrey,ENG,DF,26,3,159.0,53.0,4.6,1.8,2,54.0,0,1,51.0,8,0.0,1.0,10.0,-9.0,-5.09,-4.07,1.4,5.7,-4.3,-2.43,-1.5
Ali Al Hamadi,IRQ,FW,22,11,134.0,12.0,3.9,1.5,0,,0,11,12.0,2,0.82,1.0,5.0,-4.0,-2.69,-1.54,1.4,3.7,-2.3,-1.56,-0.57
Marcus Harness,ENG,MF,28,2,45.0,23.0,1.3,0.5,0,,0,2,23.0,0,0.0,0.0,2.0,-2.0,-4.0,-2.83,0.1,1.3,-1.2,-2.37,-1.38
George Edmundson,ENG,DF,26,1,2.0,2.0,0.1,0.0,0,,0,1,2.0,0,0.0,0.0,0.0,0.0,0.0,1.21,0.0,0.0,0.0,0.0,1.01
Somto Boniface,ENG,DF,18,0,,,,,0,,0,0,,5,,,,,,,,,,,
Cieran Slicker,SCO,GK,21,0,,,,,0,,0,0,,4,,,,,,,,,,,
Tom Taylor,,MF,na,0,,,,,0,,0,0,,1,,,,,,,,,,,
Squad Total,,,25,38,3420.0,90.0,100.0,38.0,418,82.0,237,178,17.0,164,0.58,36.0,82.0,-46.0,-1.21,,34.4,72.7,-38.3,-1.01,
Opponent Total,,,26,38,3420.0,90.0,100.0,38.0,418,82.0,255,162,18.0,178,2.16,82.0,36.0,46.0,1.21,,72.7,34.4,38.3,1.01,
