player,nation,position,age,matches_played,minutes_played,minutes_per_match,percent_of_squad_mins_played,90s_played,starts,minutes_per_start,complete_matches_played,sub_appearances,minutes_per_sub,matches_as_unused_sub,points_per_match,goals_scored_by_team_while_on_pitch,goals_allowed_by_team_while_on_pitch,goals_scored_goals_allowed_while_on_pitch_diff,goals_scored_goals_allowed_while_on_pitch_diff_per_ninety_played,net_goals_scored_while_player_on_pitch_minus_net_goals_allowed_while_player_on_pitch_per_ninety,team_xG_while_on_pitch,team_xGA_while_on_pitch,team_xGdiff_while_on_pitch,team_xGdiff_while_on_pitch_per_ninety,team_xG_plus_minus_net_diff_while_on_pitch
James Garner,ENG,"MF,DF",23,21,1594.0,76.0,46.6,17.7,17,87.0,11,4,28.0,1,1.57,21.0,19.0,2.0,0.11,0.31,20.3,19.3,1.0,0.06,0.33
Jake O'Brien,IRL,DF,23,20,1571.0,79.0,45.9,17.5,17,90.0,16,3,15.0,17,1.4,24.0,17.0,7.0,0.4,0.84,22.2,18.2,4.0,0.23,0.64
Beto,GNB,FW,26,30,1534.0,51.0,44.9,17.0,15,82.0,6,15,20.0,8,1.07,23.0,24.0,-1.0,-0.06,-0.01,21.3,18.6,2.7,0.16,0.5
Dwight McNeil,ENG,"MF,FW",24,21,1371.0,65.0,40.1,15.2,15,85.0,10,6,15.0,0,1.29,20.0,24.0,-4.0,-0.26,-0.35,17.5,21.5,-4.0,-0.26,-0.24
Jesper Lindstrøm,DEN,FW,24,25,1239.0,50.0,36.2,13.8,15,67.0,1,10,23.0,3,1.2,15.0,14.0,1.0,0.07,0.2,17.4,13.2,4.2,0.31,0.67
Orel Mangala,BEL,MF,26,19,1261.0,66.0,36.9,14.0,14,84.0,10,5,18.0,0,1.21,13.0,10.0,3.0,0.21,0.42,14.2,16.8,-2.6,-0.19,-0.11
Michael Keane,ENG,DF,31,14,1049.0,75.0,30.7,11.7,11,90.0,11,3,20.0,22,1.29,12.0,20.0,-8.0,-0.69,-0.91,12.3,19.1,-6.8,-0.58,-0.67
Carlos Alcaraz,ARG,"FW,MF",21,15,764.0,51.0,22.3,8.5,7,84.0,2,8,22.0,0,1.47,12.0,9.0,3.0,0.35,0.52,8.2,11.0,-2.9,-0.34,-0.28
Tim Iroegbunam,ENG,MF,21,18,574.0,32.0,16.8,6.4,5,83.0,3,13,12.0,4,1.0,9.0,16.0,-7.0,-1.1,-1.26,7.7,12.3,-4.7,-0.73,-0.74
Armando Broja,ALB,FW,22,10,334.0,33.0,9.8,3.7,4,58.0,0,6,17.0,3,1.0,1.0,2.0,-1.0,-0.27,-0.24,3.1,3.8,-0.7,-0.19,-0.08
Nathan Patterson,SCO,DF,22,10,347.0,35.0,10.1,3.9,3,73.0,0,7,18.0,18,1.2,4.0,6.0,-2.0,-0.52,-0.52,3.5,4.4,-0.9,-0.24,-0.14
Séamus Coleman,IRL,DF,35,5,215.0,43.0,6.3,2.4,3,65.0,1,2,10.0,13,1.6,4.0,4.0,0.0,0.0,0.06,3.6,4.6,-1.0,-0.42,-0.33
Roman Dixon,ENG,DF,19,1,90.0,90.0,2.6,1.0,1,90.0,1,0,,7,0.0,0.0,4.0,-4.0,-4.0,-4.05,1.0,2.4,-1.5,-1.45,-1.37
Harrison Armstrong,ENG,MF,17,3,48.0,16.0,1.4,0.5,0,,0,3,16.0,20,1.0,0.0,1.0,-1.0,-1.87,-1.85,0.7,0.4,0.2,0.44,0.57
Youssef Chermiti,POR,"FW,MF",20,4,45.0,11.0,1.3,0.5,0,,0,4,11.0,10,0.5,1.0,0.0,1.0,2.0,2.08,0.7,0.4,0.2,0.47,0.59
Mason Holgate,JAM,"FW,DF",27,1,6.0,6.0,0.2,0.1,0,,0,1,6.0,1,0.0,0.0,1.0,-1.0,-15.0,-14.97,0.0,0.1,-0.1,-1.02,-0.9
Callum Bates,ENG,MF,18,0,,,,,0,,0,0,,2,,,,,,,,,,,
Asmir Begović,BIH,GK,37,0,,,,,0,,0,0,,18,,,,,,,,,,,
Coby Ebere,GER,MF,18,0,,,,,0,,0,0,,1,,,,,,,,,,,
Isaac Heath,ENG,FW,19,0,,,,,0,,0,0,,4,,,,,,,,,,,
Neal Maupay,FRA,"FW,MF",27,0,,,,,0,,0,0,,2,,,,,,,,,,,
Jenson Metcalfe,ENG,MF,19,0,,,,,0,,0,0,,2,,,,,,,,,,,
Martin Sherif,NED,FW,18,0,,,,,0,,0,0,,7,,,,,,,,,,,
João Virgínia,POR,GK,24,0,,,,,0,,0,0,,38,,,,,,,,,,,
Reece Welch,ENG,DF,20,0,,,,,0,,0,0,,1,,,,,,,,,,,
Squad Total,,,28,38,3420.0,90.0,100.0,38.0,418,84.0,286,130,19.0,211,1.26,42.0,44.0,-2.0,-0.05,,41.8,46.2,-4.5,-0.12,
Opponent Total,,,26,38,3420.0,90.0,100.0,38.0,418,84.0,266,151,18.0,190,1.34,44.0,42.0,2.0,0.05,,46.2,41.8,4.5,0.12,
