player,nation,position,age,matches_played,minutes_played,minutes_per_match,percent_of_squad_mins_played,90s_played,starts,minutes_per_start,complete_matches_played,sub_appearances,minutes_per_sub,matches_as_unused_sub,points_per_match,goals_scored_by_team_while_on_pitch,goals_allowed_by_team_while_on_pitch,goals_scored_goals_allowed_while_on_pitch_diff,goals_scored_goals_allowed_while_on_pitch_diff_per_ninety_played,net_goals_scored_while_player_on_pitch_minus_net_goals_allowed_while_player_on_pitch_per_ninety,team_xG_while_on_pitch,team_xGA_while_on_pitch,team_xGdiff_while_on_pitch,team_xGdiff_while_on_pitch_per_ninety,team_xG_plus_minus_net_diff_while_on_pitch
Woyo Coulibaly,MLI,DF,25,4,109,27,3.2,1.2,1,45,0,3,21,6,0.75,0,6,-6,-4.95,-3.84,0.7,2.5,-1.7,-1.46,-0.44
Jeremy Monga,,"FW,MF",na,7,112,16,3.3,1.2,0,,0,7,16,0,1.00,2,3,-1,-0.80,+0.45,0.9,1.6,-0.6,-0.52,+0.53
Odsonne Édouard,FRA,FW,26,4,29,7,0.8,0.3,0,,0,4,7,3,1.00,0,1,-1,-3.10,-1.88,0.1,1.6,-1.5,-4.64,-3.64
Jake Evans,,FW,na,4,24,6,0.7,0.3,0,,0,4,6,1,1.75,0,1,-1,-3.75,-2.53,0.1,0.2,-0.2,-0.57,+0.46
Olabade Aluko,,DF,na,1,2,2,0.1,0.0,0,,0,1,2,1,0.00,0,0,0,0.00,+1.24,0.0,0.0,0.0,-2.09,-1.06
,,,na,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
Player,Nation,Pos,Ag,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
Will Alves,ENG,FW,19,1,1,1,0.0,0.0,0,,0,1,1,2,0.00,0,0,0,0.00,+1.24,0.0,0.0,0.0,+2.92,+3.96
Michael Golding,ENG,MF,18,1,1,1,0.0,0.0,0,,0,1,1,1,3.00,0,0,0,0.00,+1.24,0.0,0.0,0.0,0.00,+1.03
Sammy Braybrooke,ENG,MF,20,0,,,,,0,,0,0,,1,,,,,,,,,,,
Thomas Cannon,IRL,FW,21,0,,,,,0,,0,0,,1,,,,,,,,,,,
Henry Cartwright,ENG,MF,19,0,,,,,0,,0,0,,1,,,,,,,,,,,
Daniel Iversen,DEN,GK,27,0,,,,,0,,0,0,,12,,,,,,,,,,,
Benjamin Nelson,ENG,DF,20,0,,,,,0,,0,0,,1,,,,,,,,,,,
Thomas Wilson-Brown,ENG,MF,19,0,,,,,0,,0,0,,1,,,,,,,,,,,
Squad Total,,,26,38,3420,90,100,38.0,418,82,250,168,19,174,0.66,33,80,-47,-1.24,,32.6,71.9,-39.3,-1.03,
Opponent Total,,,26,38,3420,90,100,38.0,418,82,253,165,17,175,2.16,80,33,+47,+1.24,,71.9,32.6,+39.3,+1.03,
