player,nation,position,age,matches_played,minutes_played,minutes_per_match,percent_of_squad_mins_played,90s_played,starts,minutes_per_start,complete_matches_played,sub_appearances,minutes_per_sub,matches_as_unused_sub,points_per_match,goals_scored_by_team_while_on_pitch,goals_allowed_by_team_while_on_pitch,goals_scored_goals_allowed_while_on_pitch_diff,goals_scored_goals_allowed_while_on_pitch_diff_per_ninety_played,net_goals_scored_while_player_on_pitch_minus_net_goals_allowed_while_player_on_pitch_per_ninety,team_xG_while_on_pitch,team_xGA_while_on_pitch,team_xGdiff_while_on_pitch,team_xGdiff_while_on_pitch_per_ninety,team_xG_plus_minus_net_diff_while_on_pitch
Player,Nation,Pos,Ag,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
Scott McTominay,SCO,MF,27,2,19,10,0.6,0.2,0,,0,2,10,0,1.50,1,1,0,0.00,+0.26,0.8,0.6,+0.2,+0.91,+0.95
Jayce Fitzgerald,ENG,MF,17,0,,,,,0,,0,0,,1,,,,,,,,,,,
Jack Fletcher,ENG,MF,17,0,,,,,0,,0,0,,5,,,,,,,,,,,
Hubert Graczyk,POL,GK,21,0,,,,,0,,0,0,,2,,,,,,,,,,,
Elyh Harrison,ENG,GK,18,0,,,,,0,,0,0,,6,,,,,,,,,,,
Tom Heaton,ENG,GK,38,0,,,,,0,,0,0,,8,,,,,,,,,,,
Sekou Koné,MLI,MF,18,0,,,,,0,,0,0,,3,,,,,,,,,,,
Godwill Kukonki,ENG,DF,16,0,,,,,0,,0,0,,4,,,,,,,,,,,
Dermot Mee,NIR,GK,21,0,,,,,0,,0,0,,2,,,,,,,,,,,
Jack Moorhouse,ENG,MF,18,0,,,,,0,,0,0,,2,,,,,,,,,,,
Ethan Wheatley,ENG,FW,18,0,,,,,0,,0,0,,5,,,,,,,,,,,
Squad Total,,,25,38,3420,90,100,38.0,418,81,256,161,23,180,1.11,44,54,-10,-0.26,,52.6,53.8,-1.3,-0.03,
Opponent Total,,,26,38,3420,90,100,38.0,418,81,256,159,17,183,1.66,54,44,+10,+0.26,,53.8,52.6,+1.3,+0.03,
