player,nation,position,age,matches_played,minutes_played,minutes_per_match,percent_of_squad_mins_played,90s_played,starts,minutes_per_start,complete_matches_played,sub_appearances,minutes_per_sub,matches_as_unused_sub,points_per_match,goals_scored_by_team_while_on_pitch,goals_allowed_by_team_while_on_pitch,goals_scored_goals_allowed_while_on_pitch_diff,goals_scored_goals_allowed_while_on_pitch_diff_per_ninety_played,net_goals_scored_while_player_on_pitch_minus_net_goals_allowed_while_player_on_pitch_per_ninety,team_xG_while_on_pitch,team_xGA_while_on_pitch,team_xGdiff_while_on_pitch,team_xGdiff_while_on_pitch_per_ninety,team_xG_plus_minus_net_diff_while_on_pitch
Tete,NED,DF,29,20,1594.0,80.0,49.2,17.7,19,83.0,13,1,9.0,2,1.35,21.0,22.0,-1.0,-0.06,-0.17,23.4,19.6,3.8,0.22,0.15
Castagne,BEL,DF,29,24,1649.0,69.0,50.9,18.3,17,89.0,16,7,19.0,9,1.33,30.0,28.0,2.0,0.11,0.17,23.4,22.2,1.2,0.06,-0.16
Traoré,ESP,"FW,MF",29,34,1620.0,48.0,50.0,18.0,16,76.0,4,18,23.0,1,1.47,29.0,24.0,5.0,0.28,0.5,26.1,19.2,6.9,0.38,0.48
Diop,FRA,DF,28,21,1339.0,64.0,41.3,14.9,15,86.0,13,6,8.0,9,1.52,19.0,19.0,0.0,0.0,-0.05,16.1,19.6,-3.5,-0.23,-0.64
Wilson,WAL,"FW,MF",28,23,1077.0,47.0,33.2,12.0,11,79.0,1,12,17.0,3,1.26,21.0,20.0,1.0,0.08,0.08,15.6,14.3,1.3,0.11,-0.04
Muniz,BRA,FW,24,31,964.0,31.0,29.8,10.7,8,72.0,0,23,17.0,1,1.55,25.0,17.0,8.0,0.75,1.02,16.9,15.2,1.6,0.15,0.02
Sessegnon,ENG,"FW,DF",24,14,552.0,39.0,17.0,6.1,7,73.0,1,7,6.0,16,1.57,13.0,10.0,3.0,0.49,0.56,8.8,7.9,0.9,0.15,0.01
Nelson,ENG,FW,25,11,487.0,44.0,15.0,5.4,5,73.0,0,6,21.0,0,1.64,5.0,9.0,-4.0,-0.74,-0.9,7.6,6.2,1.4,0.26,0.14
Cuenca,ESP,DF,25,6,259.0,43.0,8.0,2.9,3,85.0,2,3,1.0,18,1.5,5.0,6.0,-1.0,-0.35,-0.41,3.3,5.8,-2.5,-0.89,-1.12
Cairney,SCO,MF,34,23,510.0,22.0,15.7,5.7,2,68.0,0,21,18.0,10,1.17,13.0,10.0,3.0,0.53,0.6,9.1,6.5,2.5,0.45,0.36
Willian,BRA,"FW,MF",36,10,257.0,26.0,7.9,2.9,2,76.0,0,8,13.0,2,1.2,2.0,3.0,-1.0,-0.35,-0.41,3.8,4.2,-0.4,-0.16,-0.32
King,ENG,MF,18,6,88.0,15.0,2.7,1.0,1,61.0,0,5,5.0,15,1.33,1.0,0.0,1.0,1.02,1.02,1.1,0.5,0.7,0.69,0.57
Reed,ENG,MF,30,12,108.0,9.0,3.3,1.2,0,,0,12,9.0,14,1.75,1.0,3.0,-2.0,-1.67,-1.75,1.3,4.6,-3.3,-2.96,-3.2
Godo,ENG,"FW,DF",22,2,24.0,12.0,0.7,0.3,0,,0,2,12.0,7,0.5,0.0,0.0,0.0,0.0,-0.03,0.3,0.1,0.1,0.48,0.35
Vinícius,BRA,"MF,FW",30,3,16.0,5.0,0.5,0.2,0,,0,3,5.0,6,1.33,1.0,1.0,0.0,0.0,-0.03,0.7,0.1,0.6,3.37,3.25
Stansfield,ENG,MF,22,1,1.0,1.0,0.0,0.0,0,,0,1,1.0,1,0.0,0.0,0.0,0.0,0.0,-0.03,0.0,0.7,-0.7,-59.86,-60.02
Amissah,ENG,DF,18,0,,,,,0,,0,0,,1,,,,,,,,,,,
Benda,GER,GK,26,0,,,,,0,,0,0,,36,,,,,,,,,,,
