id,player_name,team,live_ball_passes,dead_ball_passes,free_kick_passes,through_balls,switches,crosses,throw_ins_taken,corners_taken,inswinging_corners,outswinging_corners,straight_corners,total_passes_completed,passes_offside,passes_blocked
146,Billy Gilmour,Brighton,65,2,1,1,2,1,0,1,1,0,0,58,0,0
147,Eiran Cashin,Brighton,28,0,0,0,0,1,0,0,0,0,0,23,0,0
148,Jakub Moder,Brighton,22,0,0,0,0,1,0,0,0,0,0,18,0,0
149,Jeremy Sarmiento,Brighton,6,0,0,0,0,0,0,0,0,0,0,6,0,0
150,Harry Howell,Brighton,9,0,0,0,0,0,0,0,0,0,0,8,0,0
153,Moisés Caicedo,Chelsea,2026,73,46,12,13,10,27,0,0,0,0,1889,4,18
154,Cole Palmer,Chelsea,1210,188,42,21,14,138,16,71,49,5,0,1083,8,46
155,Levi Colwill,Chelsea,2331,181,83,3,7,13,6,0,0,0,0,2252,4,20
156,Marc Cucurella,Chelsea,1568,259,28,2,1,31,229,2,0,0,0,1612,7,21
157,Enzo Fernández,Chelsea,1688,133,52,14,25,108,4,74,44,12,1,1468,9,43
158,Robert Sánchez,Chelsea,1031,146,68,0,6,0,0,0,0,0,0,840,7,1
159,Nicolas Jackson,Chelsea,385,12,1,1,0,3,4,0,0,0,0,303,2,15
160,Noni Madueke,Chelsea,597,19,1,1,4,59,17,1,0,0,0,482,5,12
161,Pedro Neto,Chelsea,762,79,14,0,5,140,13,49,16,12,5,663,1,25
162,Malo Gusto,Chelsea,1224,153,37,2,3,52,116,0,0,0,0,1194,2,26
163,Jadon Sancho,Chelsea,767,11,1,7,1,24,9,1,1,0,0,643,1,23
164,Wesley Fofana,Chelsea,758,44,23,0,0,1,20,0,0,0,0,724,1,4
165,Tosin Adarabioyo,Chelsea,1044,35,19,2,3,0,4,0,0,0,0,988,2,3
166,Trevoh Chalobah,Chelsea,654,23,11,1,2,3,10,0,0,0,0,609,0,3
167,Roméo Lavia,Chelsea,409,3,3,3,3,0,0,0,0,0,0,381,2,1
168,Reece James,Chelsea,620,100,30,4,2,41,51,19,11,5,1,609,3,7
169,Christopher Nkunku,Chelsea,327,7,1,2,1,4,0,2,0,0,0,299,0,3
170,Filip Jørgensen,Chelsea,169,20,2,0,0,0,0,0,0,0,0,158,0,0
171,Axel Disasi,Chelsea,266,27,10,0,1,0,17,0,0,0,0,266,0,2
172,João Félix,Chelsea,193,5,2,2,1,0,3,0,0,0,0,171,1,5
173,Benoît Badiashile,Chelsea,288,15,5,0,1,0,0,0,0,0,0,273,1,0
174,Kiernan Dewsbury-Hall,Chelsea,147,4,1,0,1,2,0,2,0,0,1,127,1,2
175,Joshua Acheampong,Chelsea,121,3,2,0,0,0,1,0,0,0,0,104,0,2
176,Renato Veiga,Chelsea,127,12,5,0,0,0,7,0,0,0,0,118,0,1
177,Mykhailo Mudryk,Chelsea,40,2,0,1,0,7,0,2,0,0,0,28,0,1
178,Tyrique George,Chelsea,45,1,0,0,0,3,1,0,0,0,0,38,0,1
179,Marc Guiu,Chelsea,14,2,0,0,0,0,0,0,0,0,0,11,0,0
180,Mathis Amougou,Chelsea,7,0,0,0,0,0,0,0,0,0,0,7,0,0
181,Shumaira Mheuka,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,Dean Henderson,Crystal Palace,842,373,100,0,0,0,0,0,0,0,0,745,1,1
185,Daniel Muñoz,Crystal Palace,1182,304,27,2,2,74,275,2,0,0,0,1129,6,39
186,Tyrick Mitchell,Crystal Palace,1122,228,8,0,2,105,220,0,0,0,0,976,5,61
187,Maxence Lacroix,Crystal Palace,1433,44,40,3,7,7,2,0,0,0,0,1207,0,12
188,Marc Guéhi,Crystal Palace,1664,95,76,7,14,13,6,0,0,0,0,1473,6,9
189,Jean-Philippe Mateta,Crystal Palace,438,8,0,7,0,26,0,0,0,0,0,291,1,17
190,Eberechi Eze,Crystal Palace,849,180,70,11,6,112,3,62,39,10,0,777,18,17
191,Ismaila Sarr,Crystal Palace,735,2,0,13,1,55,2,0,0,0,0,490,5,26
192,Jefferson Lerma,Crystal Palace,1052,61,13,9,8,12,46,0,0,0,0,844,8,22
193,Will Hughes,Crystal Palace,856,106,34,1,2,71,1,54,41,2,0,737,8,11
194,Chris Richards,Crystal Palace,818,37,18,2,5,5,17,0,0,0,0,684,2,13
195,Adam Wharton,Crystal Palace,678,40,14,5,1,39,0,26,19,1,0,548,7,12
196,Daichi Kamada,Crystal Palace,720,31,11,4,5,31,2,16,11,1,0,603,1,18
197,Trevoh Chalobah,Crystal Palace,426,16,11,1,2,7,5,0,0,0,0,349,0,7
198,Eddie Nketiah,Crystal Palace,229,12,0,2,0,5,1,0,0,0,0,179,0,12
199,Nathaniel Clyne,Crystal Palace,207,16,1,1,1,7,13,0,0,0,0,171,2,8
200,Justin Devenny,Crystal Palace,184,19,7,1,1,17,0,9,4,4,0,148,2,2
