id,first_name,last_name,nation,team,positions,age,yellow_cards,red_cards
85de824b-3869-4e78-80f3-bbb3613d0bd1,Justin,Kluivert,NED,Bournemouth,MF,25,8,0
899976ce-6171-4a24-8a00-177d2d0240c5,Ryan,Christie,SCO,Bournemouth,MF,29,9,0
6c499980-8845-46e2-bd9d-e4db3291e079,Dean,Huijsen,ESP,Bournemouth,DF,19,10,0
b95b81d3-3a01-4316-83aa-8e31a9e60d9b,Dango,Ouattara,BFA,Bournemouth,FW,22,3,0
a80fa72c-d86b-486f-8f9c-ea27a9f53265,Tyler,Adams,USA,Bournemouth,MF,25,7,0
2b38afd3-deef-4521-b224-82d791587372,Marcus,Tavernier,ENG,Bournemouth,"FW,MF",25,6,0
3d014f92-69dd-4511-8e98-c512510562bd,Adam,Smith,ENG,Bournemouth,DF,33,7,0
cbe8649a-c913-45a3-b247-61e020ce32d7,Marcos,Senesi,ARG,Bournemouth,DF,27,5,0
c1f0f839-ce43-48d8-a81d-aa0d1bc11033,David,Brooks,WAL,Bournemouth,"FW,MF",27,3,0
b5d9bcae-97dc-47de-a801-4a9f51b76ec5,Alex,Scott,ENG,Bournemouth,MF,20,3,0
febe5518-4081-468c-b864-3eec8fa821d8,Julian,Araujo,MEX,Bournemouth,DF,22,2,0
e267775d-b34b-4b2f-851e-90051e50dda6,James,Hill,ENG,Bournemouth,DF,22,1,0
802e7161-c342-4848-bf72-12e0b05e5783,Mark,Travers,IRL,Bournemouth,GK,25,0,0
705ee830-0ef1-4977-b141-d7c6b7ad3a81,Enes,Ünal,TUR,Bournemouth,"FW,MF",27,2,0
d03075ce-5d74-436a-a901-7359aa71eb61,Luis,Sinisterra,COL,Bournemouth,"FW,MF",25,0,0
17c6f0ca-2c84-439e-ab36-478870ab91a4,Philip,Billing,DEN,Bournemouth,MF,28,1,0
6c17e2ae-5192-43ba-9900-dce791d3639e,Max,Aarons,ENG,Bournemouth,DF,24,0,0
ce40c09d-35f3-4d2d-8c24-0812cb335d0d,Daniel,Jebbison,ENG,Bournemouth,FW,20,1,0
9655a9ab-184c-4034-9370-ef846439dc3b,Ben,Winterburn,ENG,Bournemouth,"MF,FW",19,0,0
9d8a7eb7-163a-4228-9f59-2036710eb394,Julio,Soler,ARG,Bournemouth,"DF,FW",19,0,0
ecd833a0-fec4-4b63-a2dd-3261da4e926d,Remy,Rees-Dottin,ENG,Bournemouth,FW,18,0,0
fa61a428-c518-4f5a-a6da-cf82186abd4f,Zain,Silcott-Duberry,MSR,Bournemouth,FW,19,0,0
986b25c1-ebd0-4728-a07a-9ad2e55f5f6a,Daniel,Adu-Adjei,ENG,Bournemouth,FW,19,0,0
f52f7174-6010-4549-887b-7a65399865d6,Matai,Akinmboni,USA,Bournemouth,DF,17,0,0
1c5317b5-8a8f-4dc5-b8b2-f76b52886d35,Jaidon,Anthony,ENG,Bournemouth,"FW,MF",24,0,0
11624579-0839-4467-8795-dfb90c2b90a4,Will,Dennis,ENG,Bournemouth,GK,24,0,0
2919205f-8a75-4a6a-91a1-9da154739a28,Archie,Harris,ENG,Bournemouth,DF,19,0,0
35f35030-f193-4d49-8012-ae4c2bb48484,Hamed,Junior Traorè,CIV,Bournemouth,"FW,MF",24,0,0
0214c32e-efa8-4bdc-9308-aa4629bddcbb,Callan,Mckenna,SCO,Bournemouth,GK,17,0,0
5e132280-17a5-4bd0-96e9-828408e787e3,Dominic,Sadi,ENG,Bournemouth,MF,20,0,0
cf5b1bfc-cdcd-466a-ba61-5d271b0a41eb,Maxwell,Wellings,ENG,Bournemouth,DF,19,0,0
e9948cf0-b316-4ace-ac2c-cddeddfe9529,Nathan,Collins,IRL,Brentford,DF,23,5,0
b4ee89b5-f026-42e7-852d-88c3c0854e7c,Bryan,Mbeumo,CMR,Brentford,FW,24,3,0
70c6c375-b3df-45c4-a016-f5f22489b6d4,Mark,Flekken,NED,Brentford,GK,31,1,0
34d70d0f-945c-47ef-8b7c-cbbfe133fb70,Keane,Lewis-Potter,ENG,Brentford,"DF,FW",23,7,0
c09bfb16-f7a8-460d-a7f0-1bf8ec347405,Yoane,Wissa,COD,Brentford,FW,27,5,0
52913170-1af3-4228-86fa-29f98346ec33,Mikkel,Damsgaard,DEN,Brentford,"MF,FW",24,2,0
0dfed355-724b-42a7-85a8-e748dd191592,Christian,Nørgaard,DEN,Brentford,MF,30,8,1
73c13f69-eb33-46ef-8f98-4833a1d66eb2,Sepp,van den Berg,NED,Brentford,DF,22,3,0
d0fc3d30-7d4a-4bfc-8318-9c592935fb4d,Vitaly,Janelt,GER,Brentford,MF,26,3,0
eec818bc-8173-47a9-b5f2-635a6a60843f,Kevin,Schade,GER,Brentford,FW,22,3,0
5e1ccd20-0f6d-485b-bbb0-f61b273641a0,Ethan,Pinnock,JAM,Brentford,DF,31,2,0
678903f4-4358-421e-8330-53ccdf20bea4,Kristoffer,Ajer,NOR,Brentford,DF,26,5,0
a5ad5bfc-14ab-4aa6-81d4-e926b33a785b,Yehor,Yarmoliuk,UKR,Brentford,MF,20,6,0
40a1299e-55c6-43f6-8a22-59dae1369952,Mads,Roerslev,DEN,Brentford,DF,25,2,0
284e74c8-6c8a-49c2-999e-5698fe30cc17,Mathias,Jensen,DEN,Brentford,MF,28,2,0
e98de792-1b08-434a-a838-fd37cb4cd1a0,Michael,Kayode,ITA,Brentford,DF,20,2,0
213ac64e-eaa6-43e1-8d56-805015b60b54,Fabio,Carvalho,POR,Brentford,"FW,MF",21,1,0
679b3e0b-b4ff-406e-a2af-4d34edb679ea,Ben,Mee,ENG,Brentford,DF,34,2,0
3ae802f0-85b2-49fc-9dcc-aabff706921c,Hákon,Rafn Valdimarsson,ISL,Brentford,GK,22,0,0
22846757-8c37-48cd-928e-e15f0295e964,Edmond-Paris,Maghoma,ENG,Brentford,"MF,FW",23,0,0
e5931b27-4cdf-4257-aebd-35d46beeca62,Rico,Henry,ENG,Brentford,DF,27,0,0
6e3c8ccb-b371-493a-b6ff-6a200de87aa3,Yunus,Emre Konak,TUR,Brentford,"FW,MF",18,0,0
9b0e8b3d-37d6-4a86-9c3a-a1998753c3de,Kim,Jisoo,KOR,Brentford,DF,19,0,0
682a1593-c89c-443d-9809-1767799aaeeb,Frank,Onyeka,NGA,Brentford,MF,26,0,0
701625c1-fac6-4423-9706-c32ff19d0e83,Gustavo,Nunes,BRA,Brentford,"FW,MF",18,0,0
5f63e0b3-70dd-4475-8676-0eb8580bb5f2,Jayden,Meghoma,ENG,Brentford,DF,18,0,0
5103c4db-c1d6-47b6-9bb6-d1625a17ef3e,Ryan,Trevitt,ENG,Brentford,MF,21,0,0
c727f7f5-45cc-4cd5-9495-fb7bfa53955c,Benjamin,Arthur,ENG,Brentford,DF,18,0,0
f7c89da8-68e7-430e-8010-e659fa480e2f,Julian,Eyestone,USA,Brentford,GK,18,0,0
e414ef00-1229-4751-8901-f3916ccf9017,Benjamin,Fredrick,NGA,Brentford,DF,19,0,0
dd1322fc-af26-4099-91a9-479d6fbbe31f,Aaron,Hickey,SCO,Brentford,"DF,MF",22,0,0
479e2411-c2b2-4604-ad78-402564698abd,Iwan,Morgan,WAL,Brentford,FW,18,0,0
d8e9f338-a7ee-402d-b8fc-381912fc7dc1,Myles,Peart-Harris,ENG,Brentford,MF,21,0,0
8b0c1c0c-dc00-451f-ac78-10266f4650f6,Tony,Yogane,ENG,Brentford,MF,18,0,0
eb31db43-ef76-4cd3-8c3f-44abcdc44c24,Bart,Verbruggen,NED,Brighton,GK,21,5,0
6ee1ec62-5093-4420-8809-97feb5000bb6,Jan,Paul van Hecke,NED,Brighton,DF,24,8,1
0c029e93-f90d-4a25-8939-3bfd8b413657,Carlos,Baleba,CMR,Brighton,MF,20,8,1
e1a02382-79e4-401f-a4f5-96dae460bc0d,Kaoru,Mitoma,JPN,Brighton,"FW,MF",27,1,0
9c914e2d-e37c-4440-9ec5-aa3ec1d02578,Pervis,Estupiñán,ECU,Brighton,DF,26,5,0
b6929a90-3fa1-48c8-ba48-e87daf193668,Danny,Welbeck,ENG,Brighton,FW,33,5,0
8845cf69-a760-4a83-8134-b079b61e7968,Lewis,Dunk,ENG,Brighton,DF,32,5,0
6b389345-ada9-47bd-bf10-eb90f5de75e5,João,Pedro,BRA,Brighton,"FW,MF",22,4,1
bcd48e19-e460-49fe-9ec2-f46e60662b62,Yasin,Ayari,SWE,Brighton,MF,20,3,0
80b5d5ed-4869-449e-85fb-67da1ea4efd5,Jack,Hinshelwood,ENG,Brighton,"MF,DF",19,5,0
77ecfdae-1d97-4765-8fc8-23cc67f5d804,Yankuba,Minteh,GAM,Brighton,"FW,MF",20,6,0
e661d464-ad84-4e90-bcaf-1cf65dc7cbc7,Joël,Veltman,NED,Brighton,DF,32,5,0
03781efb-b753-4b90-aaaa-22c6193260ce,Georginio,Rutter,FRA,Brighton,"MF,FW",22,2,0
604743c7-bb0e-45af-8a41-bfb66b063357,Simon,Adingra,CIV,Brighton,"FW,MF",22,0,0
abbb0daa-610b-4328-8921-412b1bfe023c,Matt,O'Riley,DEN,Brighton,MF,23,1,0
aaac7719-160f-41a2-ac06-e2972d533220,Adam,Webster,ENG,Brighton,DF,29,1,0
b13ca8be-e094-45d8-af06-101f9f0851cc,Mats,Wieffer,NED,Brighton,"DF,MF",24,6,0
0a506dc7-ac61-467c-bbd9-f674ac388d80,Tariq,Lamptey,GHA,Brighton,DF,23,0,0
5299540e-6e5d-4a28-bee6-ccd9f0e305cf,Brajan,Gruda,GER,Brighton,"MF,FW",20,0,0
b2b20081-78d0-49f6-bfc5-181658f9b88f,Ferdi,Kadioglu,TUR,Brighton,"DF,MF",24,1,0
32950fb5-96b8-4fa2-b020-ca851dacfe46,Diego,Gómez,PAR,Brighton,MF,21,0,0
8cea9da2-5182-42fe-a022-c2c12be642e7,James,Milner,ENG,Brighton,MF,38,1,0
bde0a012-c6fc-4f5b-aaa3-2865c71ddb85,Julio,Enciso,PAR,Brighton,"MF,FW",20,0,0
e6cf8f9c-31ce-48b9-a470-dafbcc1585e9,Evan,Ferguson,IRL,Brighton,FW,19,0,0
6fa4f8f4-4184-42f9-ad40-1ec17e7e0f17,Jason,Steele,ENG,Brighton,GK,33,0,0
367ad0f1-3ee1-427e-8f6c-9cccbf14fde7,Solly,March,ENG,Brighton,"FW,MF",30,2,0
adee28fa-fce7-48a6-8b3c-69bb348f2037,Billy,Gilmour,SCO,Brighton,MF,23,0,0
832c7d2e-28b6-490f-87c1-fec0b0a00e31,Eiran,Cashin,IRL,Brighton,DF,22,0,0
8793c1cb-8fd8-4280-bb34-2f0493e97f31,Jakub,Moder,POL,Brighton,MF,25,0,0
7a864a9f-7263-471d-90d2-9bce7a4a78bf,Jeremy,Sarmiento,ECU,Brighton,MF,22,0,0
e6918949-7ea4-45db-b1ca-048a7de11c26,Harry,Howell,ENG,Brighton,FW,15,0,0
77142eb2-1613-4be7-8ba3-28bc4d8f5955,Valentín,Barco,ARG,Brighton,MF,20,0,0
c024e729-f50b-4a17-a8a5-61e16af63ca9,Killian,Cahill,IRL,Brighton,GK,20,0,0
b19b7e80-ca74-47a4-bc05-c76b6b572706,Joe,Knight,ENG,Brighton,MF,18,0,0
3d6bd119-7588-4b06-a8e0-59fea034d625,Ruairi,Mcconville,NIR,Brighton,DF,19,0,0
93c6358c-b5a5-43ae-a617-848e9005523c,Mark,O'Mahony,IRL,Brighton,FW,19,0,0
795a08c9-a2f9-420c-966a-c1f12168cbc0,Carl,Rushworth,ENG,Brighton,GK,23,0,0
2f5b559d-7b16-47d7-9867-d5d754db8bff,Imari,Samuels,ENG,Brighton,DF,21,0,0
db8ac09b-cc1d-4c2e-800a-01700da0a287,Freddie,Simmonds,ENG,Brighton,DF,16,0,0
fbec26e2-c714-4f42-b24a-9691ce14e95b,Jacob,Slater,ENG,Brighton,DF,19,0,0
8eccab1d-4d28-4f63-884a-883367540184,Charlie,Tasker,ENG,Brighton,DF,18,0,0
17d48a65-6963-4def-8b51-b1c815e1f84e,Moisés,Caicedo,ECU,Chelsea,"MF,DF",23,10,0
a7efcfaa-b80e-4d34-a9e2-eca23cb4f816,Cole,Palmer,ENG,Chelsea,MF,23,6,0
a391ac83-172f-4d96-9af8-827a29571d9b,Levi,Colwill,ENG,Chelsea,DF,22,9,0
54beda1c-e12c-4ced-bcc2-805f71e5ddd4,Marc,Cucurella,ESP,Chelsea,DF,26,10,1
8018f484-9150-45f7-8e17-25257a55c339,Enzo,Fernández,ARG,Chelsea,MF,24,8,0
7c744cbc-e115-43ea-9cb6-c64bb1078db2,Robert,Sánchez,ESP,Chelsea,GK,27,5,0
319180e4-837f-453e-95f0-2bd82ede4bf2,Nicolas,Jackson,SEN,Chelsea,FW,23,7,1
ec93939e-ebbc-4d35-af24-8281d9d78627,Noni,Madueke,ENG,Chelsea,FW,23,3,0
cfa1d993-82ac-4cff-af06-ba2090fb8bdb,Pedro,Neto,POR,Chelsea,FW,25,8,0
8ecc3fe0-66ee-4114-a067-f07abcf7e2f9,Malo,Gusto,FRA,Chelsea,DF,21,4,0
ee10b64a-2338-4e6c-acbe-ce723eeaafeb,Jadon,Sancho,ENG,Chelsea,FW,25,2,0
f6746c04-d8de-46af-9440-750ccd4fb503,Wesley,Fofana,FRA,Chelsea,DF,24,7,0
4c758555-b1ca-414a-b19d-56b376c86de6,Tosin,Adarabioyo,ENG,Chelsea,DF,27,3,0
eb4637e1-5d9a-4cbc-8d26-7ee15b75bf22,Trevoh,Chalobah,ENG,Chelsea,DF,25,2,0
be898015-57cc-46e8-85ad-11296004ea64,Roméo,Lavia,BEL,Chelsea,MF,21,4,0
dc02cfae-06f3-4b02-9aca-73fdbc651b8d,Reece,James,ENG,Chelsea,"DF,MF",25,1,0
525fa4ad-6070-46c0-b740-f993f2ede8d6,Christopher,Nkunku,FRA,Chelsea,FW,27,2,0
60033915-49ab-4197-80ca-906f8db6e993,Filip,Jørgensen,DEN,Chelsea,GK,23,0,0
6413aab8-eb13-4785-927e-c4f6f2c9ad88,Axel,Disasi,FRA,Chelsea,DF,27,1,0
85c56f6d-22bd-461f-8285-9a5e81a0c527,João,Félix,POR,Chelsea,"FW,MF",25,2,0
8684cc8a-b05c-4b85-9878-6e20301d5fd9,Benoît,Badiashile,FRA,Chelsea,DF,24,0,0
0eeff3fa-e640-4dd3-a9f1-50d917dfdc0d,Kiernan,Dewsbury-Hall,ENG,Chelsea,"MF,FW",26,0,0
5cfb9c05-8d63-4018-9b1d-e11170ed8939,Joshua,Acheampong,ENG,Chelsea,DF,19,1,0
a105d58d-ff2c-4b95-9c9c-626b99a10441,Renato,Veiga,POR,Chelsea,"DF,MF",21,2,0
dd8bb353-1bde-40cb-bab7-903c8d667484,Mykhailo,Mudryk,UKR,Chelsea,FW,24,0,0
f0f9c438-e6d0-44e1-9bdf-c0f2b7bcaafe,Tyrique,George,ENG,Chelsea,FW,19,1,0
b3f75108-7b27-434b-b82e-422c02270b03,Marc,Guiu,ESP,Chelsea,FW,19,0,0
e3cf094e-184f-493f-8816-5ba77f329ab9,Mathis,Amougou,FRA,Chelsea,MF,19,0,0
255bd2a9-e353-4001-bae5-47438953ef7f,Shumaira,Mheuka,ENG,Chelsea,MF,17,0,0
5c1585f5-3e94-4c11-9284-cd367091093e,Aaron,Anselmino,ARG,Chelsea,DF,20,0,0
89a5935f-e17e-48ff-a72c-aefadd61e2d9,Genesis,Antwi,SWE,Chelsea,MF,18,0,0
95ec89a8-400d-4d22-85d9-0eb78935a824,Marcus,Bettinelli,ENG,Chelsea,GK,32,0,0
9f890d2e-03f3-4d0c-88aa-7f727caf4408,Cesare,Casadei,ITA,Chelsea,MF,22,0,0
8ed03c7b-16ec-41ea-92ca-d10b3a1f55ca,Samuel,Rak-Sakyi,ENG,Chelsea,MF,20,0,0
c9aa2c93-1040-4a6a-8c92-98f115a2273c,Ishé,Samuels-Smith,ENG,Chelsea,DF,18,0,0
ec4f384c-edea-4ef7-8b1b-5fa04061fe5e,Dean,Henderson,ENG,Crystal Palace,GK,27,3,0
a8d2835c-86c2-4007-8f40-0091b4eac83d,Daniel,Muñoz,COL,Crystal Palace,DF,28,10,0
524337ef-c1c5-4af7-8416-5956551fd057,Tyrick,Mitchell,ENG,Crystal Palace,DF,24,2,0
926dd660-660c-4b13-b875-7ae1d0f4be7b,Maxence,Lacroix,FRA,Crystal Palace,DF,24,5,0
ad0b966a-211d-4292-b64e-367156733347,Marc,Guéhi,ENG,Crystal Palace,DF,24,9,1
fdeceb22-93f8-43a7-b970-dbdcb00a435b,Jean-Philippe,Mateta,FRA,Crystal Palace,FW,27,2,0
40c9cfd4-b51b-42b1-9649-c42d9c5abfcd,Eberechi,Eze,ENG,Crystal Palace,"MF,FW",26,1,0
86354f53-a9af-4560-a604-15b5f2b4b4de,Ismaila,Sarr,SEN,Crystal Palace,MF,26,4,0
2d842eb4-e067-4339-a282-08b2563fff54,Jefferson,Lerma,COL,Crystal Palace,"MF,DF",29,9,0
38464e19-8dcd-472b-85a6-df11b3b3fb9d,Will,Hughes,ENG,Crystal Palace,MF,29,11,0
93c67965-6976-4d27-a629-e5885b0063f0,Chris,Richards,USA,Crystal Palace,DF,24,4,1
ce2d52a8-0db2-479f-8433-bdba93123e08,Adam,Wharton,ENG,Crystal Palace,MF,20,2,0
f2193c9e-5e31-4ed8-96c9-0542bf101028,Daichi,Kamada,JPN,Crystal Palace,MF,27,4,1
d7618b92-d2db-4edd-8074-46155fa6c6b0,Trevoh,Chalobah,ENG,Crystal Palace,DF,25,1,0
c66c5d1b-09f4-46df-acc8-9d887e9c959f,Eddie,Nketiah,ENG,Crystal Palace,"FW,MF",25,6,1
0347a39f-67f2-4214-8319-9ee771ebed87,Nathaniel,Clyne,ENG,Crystal Palace,"DF,MF",33,1,0
842f3a77-7ba5-4f99-9736-c11b8667ce63,Justin,Devenny,NIR,Crystal Palace,MF,20,1,0
60e29fe5-112e-4379-918f-3e45176bf233,Cheick,Doucouré,MLI,Crystal Palace,MF,24,1,0
9fe4a841-3271-4944-ae5d-7c4d9b112908,Ben,Chilwell,ENG,Crystal Palace,DF,27,1,0
57e36840-f098-4659-8791-8b97dc7e5b6e,Romain,Esse,ENG,Crystal Palace,MF,19,0,0
6e70f35c-de95-4f0b-b9ee-c4a020363936,Odsonne,Édouard,FRA,Crystal Palace,"MF,FW",26,0,0
b267c431-c76f-4edc-bb3e-57f423c6127b,Joachim,Andersen,DEN,Crystal Palace,DF,28,1,0
6c764e16-14cf-4e5d-bb48-7437c9e03067,Chadi,Riad,MAR,Crystal Palace,DF,21,0,0
c5de2cb4-f711-48a2-b665-31b7f17f2868,Joel,Ward,ENG,Crystal Palace,DF,34,1,0
82a412f5-51f9-43ee-92b0-87a4cd425298,Jeffrey,Schlupp,GHA,Crystal Palace,"MF,DF",31,0,0
f83541b0-d897-4429-86ed-efa25755efa7,Matheus,França,BRA,Crystal Palace,"MF,FW",20,0,0
ffe6b8b9-471c-41a6-ba70-0c381ad4ed09,Jordan,Ayew,GHA,Crystal Palace,"FW,MF",32,1,0
dab1ade8-f659-4693-84c1-e63455594e66,Caleb,Kporha,ENG,Crystal Palace,DF,18,0,0
