Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Unnamed: 26_level_0_Matches
James Justin,eng ENG,"DF,FW",27-325,12,437.0,36.0,23.1,4.9,4,85.0,3,8,12.0,7,1.33,7.0,9.0,-2.0,-0.41,-0.04,5.9,10.6,-4.7,-0.97,-1.2,Matches
Daniel James,wls WAL,FW,28-065,10,354.0,35.0,18.7,3.9,4,62.0,0,6,18.0,1,0.7,0.0,12.0,-12.0,-3.05,-3.29,4.6,8.1,-3.6,-0.91,-1.07,Matches
Wilfried Gnonto,it ITA,"FW,MF",22-070,12,324.0,27.0,17.1,3.6,4,59.0,0,8,11.0,2,0.92,5.0,10.0,-5.0,-1.39,-1.22,4.2,7.2,-3.0,-0.82,-0.94,Matches
Joël Piroe,nl NED,"FW,MF",26-165,10,209.0,21.0,11.1,2.3,2,67.0,0,8,9.0,10,1.1,2.0,6.0,-4.0,-1.72,-1.51,3.5,4.6,-1.1,-0.45,-0.46,Matches
Sebastiaan Bornauw,be BEL,DF,26-298,5,164.0,33.0,8.7,1.8,2,81.0,0,3,1.0,8,1.2,2.0,2.0,0.0,0.0,0.42,1.5,3.7,-2.2,-1.2,-1.27,Matches
Jack Harrison,eng ENG,"FW,DF",29-055,11,269.0,24.0,14.2,3.0,1,65.0,0,10,20.0,9,1.09,1.0,5.0,-4.0,-1.34,-1.12,3.2,4.1,-0.8,-0.27,-0.27,Matches
Sam Byram,eng ENG,DF,32-120,1,8.0,8.0,0.4,0.1,0,,0,1,8.0,8,0.0,0.0,1.0,-1.0,-11.25,-10.92,0.0,0.8,-0.8,-8.87,-8.86,Matches
Samuel Chambers,eng ENG,MF,18-149,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Harry Gray,eng ENG,FW,17-098,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Illan Meslier,fr FRA,GK,25-318,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
Largie Ramazani,be BEL,"FW,MF",24-321,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Squad Total,,,27.0,21,1890.0,90.0,100.0,21.0,231,83.0,138,95,16.0,94,1.05,29.0,37.0,-8.0,-0.38,,29.5,30.5,-0.9,-0.04,,
Opponent Total,,,26.5,21,1890.0,90.0,100.0,21.0,231,83.0,143,88,22.0,101,1.62,37.0,29.0,8.0,0.38,,30.5,29.5,0.9,0.04,,
