Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Unnamed: 26_level_0_Matches
Lyle Foster,za RSA,FW,25-133,14,883.0,63.0,46.7,9.8,11,76.0,2,3,16.0,1,0.57,7.0,19.0,-12.0,-1.22,-0.6,7.3,18.0,-10.6,-1.08,0.03,Matches
Jacob Bruun Larsen,dk DEN,"FW,MF",27-117,18,861.0,48.0,45.6,9.6,9,70.0,0,9,26.0,1,0.61,10.0,23.0,-13.0,-1.36,-0.83,9.9,19.6,-9.6,-1.01,0.17,Matches
Loum Tchaouna,fr FRA,"MF,FW",22-128,16,759.0,47.0,40.2,8.4,9,66.0,0,7,24.0,5,0.5,8.0,11.0,-3.0,-0.36,0.92,5.1,13.6,-8.5,-1.01,0.15,Matches
Axel Tuanzebe,cd COD,DF,28-061,8,706.0,88.0,37.4,7.8,8,88.0,7,0,,0,0.75,10.0,17.0,-7.0,-0.89,0.02,6.9,17.8,-10.9,-1.39,-0.46,Matches
Zian Flemming,nl NED,FW,27-166,15,667.0,44.0,35.3,7.4,8,74.0,2,7,10.0,3,0.8,10.0,10.0,0.0,0.0,1.4,6.6,13.4,-6.8,-0.92,0.28,Matches
Armando Broja,al ALB,FW,24-126,15,635.0,42.0,33.6,7.1,6,82.0,2,9,16.0,3,0.2,9.0,22.0,-13.0,-1.84,-1.41,8.6,16.1,-7.6,-1.07,0.05,Matches
Lucas,br BRA,"DF,MF",24-296,7,502.0,72.0,26.6,5.6,6,82.0,5,1,10.0,11,0.43,5.0,10.0,-5.0,-0.9,0.01,4.2,10.0,-5.8,-1.04,0.08,Matches
Hannibal Mejbri,tn TUN,MF,22-358,14,460.0,33.0,24.3,5.1,5,65.0,0,9,15.0,1,0.79,5.0,11.0,-6.0,-1.17,-0.36,4.3,12.7,-8.4,-1.64,-0.71,Matches
Marcus Edwards,eng ENG,"FW,MF",27-042,11,403.0,37.0,21.3,4.5,3,89.0,1,8,17.0,10,0.27,6.0,6.0,0.0,0.0,1.15,5.6,7.3,-1.7,-0.38,0.92,Matches
Bashir Humphreys,eng ENG,DF,22-305,5,349.0,70.0,18.5,3.9,3,90.0,3,2,40.0,4,0.4,3.0,7.0,-4.0,-1.03,-0.16,3.0,6.7,-3.7,-0.95,0.18,Matches
Oliver Sonne,pe PER,"DF,FW",25-065,7,169.0,24.0,8.9,1.9,1,73.0,0,6,16.0,2,0.71,3.0,4.0,-1.0,-0.53,0.41,2.7,3.7,-1.1,-0.57,0.58,Matches
Joe Worrall,eng ENG,DF,29-004,6,157.0,26.0,8.3,1.7,1,90.0,1,5,13.0,5,0.67,3.0,3.0,0.0,0.0,0.99,2.4,3.9,-1.5,-0.87,0.25,Matches
Mike Trésor,be BEL,"MF,FW",26-231,4,23.0,6.0,1.2,0.3,0,,0,4,6.0,1,0.5,2.0,1.0,1.0,3.91,4.88,1.0,0.5,0.6,2.24,3.38,Matches
Ashley Barnes,eng ENG,FW,36-076,2,11.0,6.0,0.6,0.1,0,,0,2,6.0,6,1.5,0.0,1.0,-1.0,-8.18,-7.32,0.1,0.4,-0.3,-2.48,-1.39,Matches
Jaydon Amauri Banel,nl NED,MF,21-087,1,10.0,10.0,0.5,0.1,0,,0,1,10.0,1,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.1,0.0,-0.16,0.95,Matches
Enock Agyei,be BEL,FW,21-001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
George Brierley,eng ENG,MF,18-055,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Oliver Pimlott,eng ENG,MF,18-282,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Aaron Ramsey,eng ENG,MF,22-358,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Max Weiß,de GER,GK,21-213,0,,,,,0,,0,0,,21,,,,,,,,,,,,Matches
Squad Total,,,27.8,21,1890.0,90.0,100.0,21.0,231,83.0,136,93,17.0,96,0.62,22.0,41.0,-19.0,-0.9,,17.9,41.0,-23.1,-1.1,,
Opponent Total,,,26.6,21,1890.0,90.0,100.0,21.0,231,83.0,139,93,18.0,95,2.19,41.0,22.0,19.0,0.9,,41.0,17.9,23.1,1.1,,
