Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Unnamed: 26_level_0_Matches
Alexander Isak,se SWE,FW,26-115,10,504.0,50.0,26.7,5.6,6,74.0,0,4,15.0,1,1.4,4.0,7.0,-3.0,-0.54,-0.99,8.5,5.1,3.4,0.6,0.3,Matches
Giorgi Mamardashvili,ge GEO,GK,25-107,5,450.0,90.0,23.8,5.0,5,90.0,5,0,,16,0.6,6.0,10.0,-4.0,-0.8,-1.3,8.7,7.0,1.7,0.35,-0.05,Matches
Andrew Robertson,sct SCO,DF,31-309,12,488.0,41.0,25.8,5.4,4,74.0,1,8,24.0,9,1.67,9.0,7.0,2.0,0.37,0.24,9.6,5.6,4.0,0.74,0.48,Matches
Jeremie Frimpong,nl NED,"FW,DF",25-035,9,394.0,44.0,20.8,4.4,4,81.0,2,5,14.0,2,1.67,8.0,4.0,4.0,0.91,0.91,7.9,5.0,3.0,0.67,0.37,Matches
Joe Gomez,eng ENG,DF,28-236,10,251.0,25.0,13.3,2.8,3,60.0,1,7,10.0,8,1.6,8.0,5.0,3.0,1.08,1.02,4.1,3.2,0.9,0.32,-0.07,Matches
Federico Chiesa,it ITA,"FW,MF",28-081,15,240.0,16.0,12.7,2.7,1,60.0,0,14,13.0,5,1.6,11.0,6.0,5.0,1.87,1.93,7.6,4.3,3.3,1.23,0.97,Matches
Rio Ngumoha,eng ENG,"FW,MF",17-138,6,53.0,9.0,2.8,0.6,0,,0,6,9.0,14,1.17,4.0,2.0,2.0,3.4,3.3,2.6,1.5,1.1,1.84,1.5,Matches
Wataru Endo,jp JPN,"MF,DF",32-339,5,47.0,9.0,2.5,0.5,0,,0,5,9.0,9,2.0,2.0,4.0,-2.0,-3.83,-4.12,0.9,2.0,-1.0,-2.0,-2.44,Matches
Trey Nyoni,eng ENG,FW,18-198,2,2.0,1.0,0.1,0.0,0,,0,2,1.0,10,3.0,0.0,0.0,0.0,0.0,-0.19,0.0,0.0,0.0,1.41,1.03,Matches
Harvey Elliott,eng ENG,"MF,FW",22-285,1,1.0,1.0,0.1,0.0,0,,0,1,1.0,2,3.0,1.0,0.0,1.0,90.0,89.86,0.4,0.0,0.4,31.98,31.61,Matches
Giovanni Leoni,it ITA,DF,19-024,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Kieran Morrison,nir NIR,MF,19-066,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Wellity Omoruyi,es ESP,DF,20-002,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
Ármin Pécsi,hu HUN,GK,20-324,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Calvin Ramsay,sct SCO,DF,22-167,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
Freddie Woodman,eng ENG,GK,28-316,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
Squad Total,,,27.0,21,1890.0,90.0,100.0,21.0,231,83.0,148,85,19.0,103,1.67,32.0,28.0,4.0,0.19,,31.9,23.8,8.0,0.38,,
Opponent Total,,,26.8,21,1890.0,90.0,100.0,21.0,231,83.0,139,87,18.0,102,1.1,28.0,32.0,-4.0,-0.19,,23.8,31.9,-8.0,-0.38,,
