Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Unnamed: 26_level_0_Matches
Kevin,br BRA,"FW,MF",23-010,17,714.0,42.0,37.8,7.9,6,75.0,0,11,24.0,1,1.53,10.0,10.0,0.0,0.0,0.0,8.8,10.1,-1.3,-0.16,0.15,Matches
Antonee Robinson,us USA,DF,28-159,9,586.0,65.0,31.0,6.5,6,87.0,5,3,21.0,2,1.67,10.0,6.0,4.0,0.61,0.89,9.6,9.8,-0.2,-0.02,0.34,Matches
Issa Diop,fr FRA,DF,29-005,7,413.0,59.0,21.9,4.6,4,89.0,3,3,19.0,4,1.43,6.0,8.0,-2.0,-0.44,-0.56,4.0,7.7,-3.7,-0.81,-0.7,Matches
Rodrigo Muniz,br BRA,FW,24-255,7,352.0,50.0,18.6,3.9,4,73.0,0,3,20.0,0,1.57,5.0,4.0,1.0,0.26,0.31,4.1,5.4,-1.4,-0.35,-0.11,Matches
Tom Cairney,sct SCO,MF,34-359,13,408.0,31.0,21.6,4.5,3,69.0,0,10,20.0,8,1.62,8.0,7.0,1.0,0.22,0.28,5.1,6.8,-1.8,-0.39,-0.17,Matches
Samuel Chukwueze,ng NGA,FW,26-237,9,398.0,44.0,21.1,4.4,3,82.0,1,6,26.0,1,1.33,11.0,10.0,1.0,0.23,0.29,6.7,6.2,0.5,0.11,0.46,Matches
Adama Traoré,es ESP,"FW,MF",29-354,15,274.0,18.0,14.5,3.0,1,75.0,0,14,14.0,5,1.2,4.0,7.0,-3.0,-0.99,-1.15,5.0,4.9,0.1,0.04,0.34,Matches
Jonah Kusi-Asare,se SWE,FW,18-194,4,31.0,8.0,1.6,0.3,0,,0,4,8.0,8,1.0,2.0,1.0,1.0,2.9,2.95,0.3,0.4,0.0,-0.13,0.13,Matches
Harrison Reed,eng ENG,MF,30-352,4,17.0,4.0,0.9,0.2,0,,0,4,4.0,10,2.0,1.0,1.0,0.0,0.0,0.0,0.8,0.4,0.4,2.13,2.41,Matches
Samuel Amissah,eng ENG,DF,18-313,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
Benjamin Lecomte,fr FRA,GK,34-263,0,,,,,0,,0,0,,21,,,,,,,,,,,,Matches
Alfie McNally,eng ENG,GK,21-023,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Andreas Pereira,br BRA,MF,30-013,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Seth Ridgeon,eng ENG,MF,17-124,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
Squad Total,,,28.7,21,1890.0,90.0,100.0,21.0,231,82.0,133,99,18.0,90,1.48,30.0,30.0,0.0,0.0,,23.6,29.0,-5.4,-0.26,,
Opponent Total,,,26.5,21,1890.0,90.0,100.0,21.0,231,82.0,141,90,19.0,99,1.33,30.0,30.0,0.0,0.0,,29.0,23.6,5.4,0.26,,
