Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Unnamed: 26_level_0_Matches
Ibrahim Sangaré,ci CIV,MF,28-043,13,865.0,67.0,45.8,9.6,11,77.0,4,2,8.0,3,1.38,11.0,13.0,-2.0,-0.21,0.76,12.4,13.1,-0.6,-0.06,0.32,Matches
Omari Hutchinson,eng ENG,FW,22-076,16,884.0,55.0,46.8,9.8,8,84.0,7,8,26.0,3,1.0,9.0,15.0,-6.0,-0.61,0.02,11.7,14.5,-2.8,-0.29,-0.09,Matches
Morato,br BRA,DF,24-198,10,710.0,71.0,37.6,7.9,8,88.0,7,2,2.0,11,1.0,3.0,14.0,-11.0,-1.39,-1.24,8.2,11.5,-3.3,-0.42,-0.29,Matches
Nicolás Domínguez,ar ARG,"MF,FW",27-200,12,568.0,47.0,30.1,6.3,8,64.0,1,4,14.0,2,1.0,7.0,11.0,-4.0,-0.63,-0.02,6.1,8.2,-2.1,-0.34,-0.14,Matches
Chris Wood,nz NZL,FW,34-038,8,540.0,68.0,28.6,6.0,7,75.0,0,1,17.0,0,0.63,5.0,8.0,-3.0,-0.5,0.17,5.9,7.7,-1.9,-0.31,-0.1,Matches
John,br BRA,GK,29-335,5,437.0,87.0,23.1,4.9,5,87.0,4,0,,12,0.6,5.0,8.0,-3.0,-0.62,0.0,5.8,6.3,-0.5,-0.09,0.19,Matches
Ola Aina,ng NGA,DF,29-098,5,428.0,86.0,22.6,4.8,5,86.0,4,0,,0,1.4,7.0,8.0,-1.0,-0.21,0.53,5.5,7.1,-1.6,-0.33,-0.12,Matches
Douglas Luiz,br BRA,MF,27-250,8,315.0,39.0,16.7,3.5,5,51.0,0,3,19.0,5,0.63,1.0,7.0,-6.0,-1.71,-1.31,3.7,4.5,-0.8,-0.23,0.01,Matches
Oleksandr Zinchenko,ua UKR,DF,29-030,5,353.0,71.0,18.7,3.9,4,86.0,3,1,10.0,3,0.2,1.0,6.0,-5.0,-1.27,-0.81,6.0,5.5,0.6,0.15,0.47,Matches
Dilane Bakwa,fr FRA,FW,23-141,8,303.0,38.0,16.0,3.4,3,66.0,0,5,21.0,2,0.5,4.0,7.0,-3.0,-0.89,-0.32,4.1,5.5,-1.4,-0.4,-0.19,Matches
Ryan Yates,eng ENG,MF,28-054,11,307.0,28.0,16.2,3.4,1,63.0,0,10,24.0,4,1.27,5.0,5.0,0.0,0.0,0.74,4.3,3.5,0.8,0.23,0.55,Matches
Taiwo Awoniyi,ng NGA,FW,28-155,7,187.0,27.0,9.9,2.1,1,45.0,0,6,24.0,3,0.57,2.0,2.0,0.0,0.0,0.69,3.4,2.9,0.5,0.26,0.56,Matches
James Mcatee,eng ENG,"MF,FW",23-088,7,175.0,25.0,9.3,1.9,1,59.0,0,6,19.0,11,0.14,0.0,7.0,-7.0,-3.6,-3.29,1.5,3.7,-2.2,-1.12,-0.97,Matches
Jair Cunha,br BRA,DF,20-313,1,90.0,90.0,4.8,1.0,1,90.0,1,0,,11,0.0,0.0,2.0,-2.0,-2.0,-1.45,0.2,3.2,-2.9,-2.93,-2.83,Matches
Arnaud Kalimuendo,fr FRA,FW,23-359,9,96.0,11.0,5.1,1.1,0,,0,9,11.0,9,0.22,0.0,3.0,-3.0,-2.81,-2.31,1.1,2.0,-0.9,-0.85,-0.64,Matches
Zach Abbott,eng ENG,DF,19-246,1,45.0,45.0,2.4,0.5,0,,0,1,45.0,10,0.0,0.0,1.0,-1.0,-2.0,-1.41,0.5,0.6,-0.2,-0.34,-0.11,Matches
Jota Silva,pt POR,FW,26-166,1,12.0,12.0,0.6,0.1,0,,0,1,12.0,0,3.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.24,Matches
Willy Boly,ci CIV,DF,34-345,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
Angus Gunn,sct SCO,GK,29-357,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
Squad Total,,,26.2,21,1890.0,90.0,100.0,21.0,231,83.0,153,80,21.0,109,1.0,21.0,34.0,-13.0,-0.62,,24.6,29.6,-5.0,-0.24,,
Opponent Total,,,26.6,21,1890.0,90.0,100.0,21.0,231,83.0,148,82,17.0,106,1.86,34.0,21.0,13.0,0.62,,29.6,24.6,5.0,0.24,,
