Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Unnamed: 26_level_0_Matches
Jeremy Doku,be BEL,"MF,FW",23-232,18,1089.0,61.0,57.6,12.1,12,77.0,3,6,27.0,0,1.89,32.0,11.0,21.0,1.74,1.17,26.3,13.1,13.2,1.09,0.72,Matches
Rayan Cherki,fr FRA,"MF,FW",22-150,16,840.0,53.0,44.4,9.3,10,76.0,3,6,14.0,1,2.06,19.0,7.0,12.0,1.29,0.09,18.9,10.9,8.0,0.85,0.13,Matches
Sávio,br BRA,"MF,FW",21-279,15,541.0,36.0,28.6,6.0,5,74.0,1,10,17.0,1,2.33,9.0,5.0,4.0,0.67,-0.8,8.6,6.5,2.1,0.35,-0.61,Matches
Oscar Bobb,no NOR,"MF,FW",22-186,9,468.0,52.0,24.8,5.2,5,78.0,2,4,20.0,4,1.67,10.0,5.0,5.0,0.96,-0.37,9.3,4.9,4.4,0.85,0.09,Matches
Rodri,es ESP,MF,29-206,9,455.0,51.0,24.1,5.1,5,73.0,3,4,22.0,1,1.44,7.0,4.0,3.0,0.59,-0.85,9.8,6.4,3.5,0.68,-0.13,Matches
Abdukodir Khusanov,uz UZB,DF,21-319,7,382.0,55.0,20.2,4.2,4,77.0,2,3,24.0,8,1.71,7.0,3.0,4.0,0.94,-0.37,9.0,5.4,3.6,0.85,0.08,Matches
John Stones,eng ENG,DF,31-231,7,353.0,50.0,18.7,3.9,4,80.0,2,3,11.0,6,1.43,5.0,8.0,-3.0,-0.76,-2.46,6.3,5.0,1.3,0.33,-0.55,Matches
Nathan Aké,nl NED,DF,30-330,11,401.0,36.0,21.2,4.5,3,84.0,2,8,19.0,10,2.0,5.0,5.0,0.0,0.0,-1.57,9.3,5.8,3.4,0.77,-0.02,Matches
James Trafford,eng ENG,GK,23-096,3,270.0,90.0,14.3,3.0,3,90.0,3,0,,18,1.0,5.0,4.0,1.0,0.33,-1.06,5.8,3.9,1.9,0.62,-0.19,Matches
Rayan Aït-Nouri,dz ALG,DF,24-222,5,204.0,41.0,10.8,2.3,3,67.0,2,2,1.0,5,1.8,5.0,2.0,3.0,1.32,0.1,4.4,2.9,1.5,0.66,-0.14,Matches
Rico Lewis,eng ENG,"DF,MF",21-054,9,227.0,25.0,12.0,2.5,2,78.0,1,7,10.0,11,2.11,6.0,3.0,3.0,1.19,-0.06,7.7,2.9,4.8,1.9,1.27,Matches
Omar Marmoush,eg EGY,"FW,MF",26-341,10,211.0,21.0,11.2,2.3,2,62.0,0,8,11.0,2,1.8,3.0,3.0,0.0,0.0,-1.39,4.7,2.4,2.4,1.01,0.26,Matches
Max Alleyne,eng ENG,DF,20-177,1,90.0,90.0,4.8,1.0,1,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,-1.3,2.5,1.0,1.5,1.5,0.75,Matches
Divine Mukasa,eng ENG,MF,18-145,1,16.0,16.0,0.8,0.2,0,,0,1,16.0,8,3.0,0.0,0.0,0.0,0.0,-1.25,0.5,0.3,0.2,1.0,0.22,Matches
Mateo Kovačić,hr CRO,MF,31-253,1,5.0,5.0,0.3,0.1,0,,0,1,5.0,3,3.0,0.0,0.0,0.0,0.0,-1.24,0.8,0.0,0.8,14.67,13.92,Matches
Manuel Akanji,ch SUI,"DF,MF",30-179,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Ederson,br BRA,GK,32-150,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Charlie Gray,eng ENG,MF,19-326,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
İlkay Gündoğan,de GER,MF,35-082,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Reigan Heskey,eng ENG,FW,17-361,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
Ryan Mcaidoo,eng ENG,FW,17-204,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
Stephen Mfuni,eng ENG,DF,17-336,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
Stefan Ortega,de GER,GK,33-069,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Squad Total,,,25.8,21,1890.0,90.0,100.0,21.0,231,83.0,147,84,18.0,105,2.05,45.0,19.0,26.0,1.24,,39.6,23.1,16.4,0.78,,
Opponent Total,,,26.6,21,1890.0,90.0,100.0,21.0,231,83.0,142,90,19.0,99,0.76,19.0,45.0,-26.0,-1.24,,23.1,39.6,-16.4,-0.78,,
