Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Unnamed: 26_level_0_Matches
Danny Welbeck,eng ENG,FW,35-049,20,1121.0,56.0,59.3,12.5,12,81.0,5,8,18.0,0,1.4,19.0,18.0,1.0,0.08,-0.15,20.8,17.4,3.4,0.27,0.33,Matches
Maxim De Cuyper,be BEL,"DF,FW",25-023,18,979.0,54.0,51.8,10.9,12,69.0,4,6,26.0,2,1.39,16.0,16.0,0.0,0.0,-0.3,17.0,18.4,-1.4,-0.13,-0.54,Matches
Kaoru Mitoma,jp JPN,FW,28-239,11,747.0,68.0,39.5,8.3,8,83.0,4,3,29.0,0,1.27,10.0,9.0,1.0,0.12,-0.04,12.4,11.1,1.3,0.15,0.04,Matches
Brajan Gruda,de GER,"MF,FW",21-228,17,654.0,38.0,34.6,7.3,7,70.0,0,10,17.0,0,1.29,14.0,10.0,4.0,0.55,0.62,13.6,11.7,1.9,0.26,0.19,Matches
Jack Hinshelwood,eng ENG,"MF,DF",20-278,12,595.0,50.0,31.5,6.6,6,63.0,1,6,36.0,1,1.08,8.0,12.0,-4.0,-0.61,-1.09,8.5,13.9,-5.4,-0.82,-1.4,Matches
Joël Veltman,nl NED,DF,33-364,11,587.0,53.0,31.1,6.5,6,84.0,5,5,17.0,5,1.73,11.0,9.0,2.0,0.31,0.24,10.5,10.2,0.3,0.05,-0.12,Matches
James Milner,eng ENG,MF,40-010,12,307.0,26.0,16.2,3.4,2,69.0,0,10,17.0,3,1.25,9.0,9.0,0.0,0.0,-0.17,7.7,6.0,1.7,0.5,0.43,Matches
Diego Coppola,it ITA,DF,22-017,5,194.0,39.0,10.3,2.2,2,88.0,1,3,6.0,15,1.6,1.0,3.0,-2.0,-0.93,-1.19,2.3,4.2,-1.9,-0.88,-1.13,Matches
Matt O'Riley,dk DEN,MF,25-054,2,177.0,89.0,9.4,2.0,2,89.0,1,0,,1,0.5,1.0,2.0,-1.0,-0.51,-0.72,3.5,2.1,1.4,0.74,0.66,Matches
Olivier Boscagli,fr FRA,DF,28-057,3,143.0,48.0,7.6,1.6,2,68.0,1,1,8.0,18,1.67,1.0,1.0,0.0,0.0,-0.15,2.0,2.4,-0.5,-0.29,-0.46,Matches
Charalampos Kostoulas,gr GRE,"FW,MF",18-229,11,176.0,16.0,9.3,2.0,1,70.0,0,10,11.0,3,1.18,5.0,3.0,2.0,1.02,0.97,4.3,2.6,1.7,0.86,0.81,Matches
Stefanos Tzimas,gr GRE,"FW,MF",20-008,9,139.0,15.0,7.4,1.5,1,23.0,0,8,15.0,2,1.56,7.0,2.0,5.0,3.24,3.34,3.3,2.6,0.7,0.42,0.31,Matches
Pascal Groß,de GER,MF,34-213,2,110.0,55.0,5.8,1.2,1,90.0,1,1,20.0,0,2.0,1.0,1.0,0.0,0.0,-0.15,1.2,2.6,-1.4,-1.17,-1.39,Matches
Tom Watson,eng ENG,FW,19-281,6,62.0,10.0,3.3,0.7,0,,0,6,10.0,5,1.33,2.0,2.0,0.0,0.0,-0.15,0.9,1.7,-0.8,-1.19,-1.37,Matches
Joe Knight,eng ENG,MF,20-115,1,1.0,1.0,0.1,0.0,0,,0,1,1.0,4,3.0,0.0,0.0,0.0,0.0,-0.14,0.0,0.0,0.0,0.0,-0.13,Matches
Nehemiah Oriola,eng ENG,MF,18-217,1,1.0,1.0,0.1,0.0,0,,0,1,1.0,6,3.0,0.0,0.0,0.0,0.0,-0.14,0.0,0.0,0.0,0.0,-0.13,Matches
Harry Howell,eng ENG,FW,17-107,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Freddie Simmonds,eng ENG,DF,17-311,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Jason Steele,eng ENG,GK,35-149,0,,,,,0,,0,0,,21,,,,,,,,,,,,Matches
Charlie Tasker,eng ENG,DF,19-324,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Squad Total,,,25.9,21,1890.0,90.0,100.0,21.0,231,81.0,132,99,21.0,90,1.38,31.0,28.0,3.0,0.14,,32.7,30.0,2.8,0.13,,
Opponent Total,,,26.7,21,1890.0,90.0,100.0,21.0,231,81.0,140,90,19.0,98,1.24,28.0,31.0,-3.0,-0.14,,30.0,32.7,-2.8,-0.13,,
