Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Unnamed: 26_level_0_Matches
Carlos Alcaraz,ar ARG,"MF,FW",23-045,15,663.0,44.0,35.1,7.4,6,75.0,0,9,24.0,3,1.33,6.0,8.0,-2.0,-0.27,-0.27,8.1,12.6,-4.5,-0.61,-0.46,Matches
Dwight McNeil,eng ENG,"FW,MF",26-053,12,486.0,41.0,25.7,5.4,5,78.0,2,7,14.0,9,1.5,4.0,3.0,1.0,0.19,0.38,4.6,9.7,-5.1,-0.94,-0.84,Matches
Tyler Dibling,eng ENG,FW,19-308,11,326.0,30.0,17.2,3.6,4,67.0,1,7,8.0,8,1.0,2.0,2.0,0.0,0.0,0.12,3.0,5.7,-2.7,-0.74,-0.52,Matches
Merlin Röhl,de GER,MF,23-193,9,269.0,30.0,14.2,3.0,1,90.0,1,8,22.0,1,1.0,5.0,4.0,1.0,0.33,0.5,3.6,5.0,-1.4,-0.46,-0.17,Matches
Harrison Armstrong,eng ENG,MF,18-360,3,101.0,34.0,5.3,1.1,1,86.0,0,2,8.0,2,1.33,2.0,2.0,0.0,0.0,0.1,1.1,1.0,0.1,0.13,0.47,Matches
Nathan Patterson,sct SCO,DF,24-090,3,78.0,26.0,4.1,0.9,1,71.0,0,2,4.0,9,1.67,1.0,0.0,1.0,1.15,1.3,0.4,1.0,-0.6,-0.73,-0.43,Matches
Séamus Coleman,ie IRL,"DF,FW",37-095,3,11.0,4.0,0.6,0.1,1,9.0,0,2,1.0,9,3.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,-0.2,-1.65,-1.35,Matches
Adam Aznou,ma MAR,DF,19-226,0,,,,,0,,0,0,,18,,,,,,,,,,,,Matches
Callum Bates,eng ENG,MF,20-108,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Elijah Campbell,eng ENG,DF,21-165,0,,,,,0,,0,0,,10,,,,,,,,,,,,Matches
Youssef Chermiti,pt POR,FW,21-235,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Braiden Graham,nir NIR,FW,18-068,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Tom King,wls WAL,GK,30-311,0,,,,,0,,0,0,,11,,,,,,,,,,,,Matches
Tyler Onyango,eng ENG,MF,22-316,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Mark Travers,ie IRL,GK,26-241,0,,,,,0,,0,0,,21,,,,,,,,,,,,Matches
Harry Tyrer,eng ENG,GK,24-039,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Reece Welch,eng ENG,DF,22-117,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
Squad Total,,,28.0,21,1890.0,90.0,100.0,21.0,231,84.0,160,68,18.0,119,1.38,23.0,25.0,-2.0,-0.1,,23.6,30.2,-6.6,-0.31,,
Opponent Total,,,26.4,21,1890.0,90.0,100.0,21.0,231,84.0,152,81,20.0,108,1.38,25.0,23.0,2.0,0.1,,30.2,23.6,6.6,0.31,,
