Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 19_level_0_Ast,Unnamed: 20_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 23_level_0_KP,Unnamed: 24_level_0_1/3,Unnamed: 25_level_0_PPA,Unnamed: 26_level_0_CrsPA,Unnamed: 27_level_0_PrgP,Unnamed: 28_level_0_Matches
Leny Yoro,fr FRA,DF,20-062,12.7,589,669,88.0,9971,3468,253,269,94.1,293,322,91.0,31,57,54.4,0,0.0,0.3,0.0,3,47,4,1,58,Matches
Benjamin Šeško,si SVN,FW,22-228,11.6,139,213,65.3,1705,316,95,134,70.9,24,45,53.3,6,7,85.7,1,0.4,0.2,0.6,8,11,2,0,13,Matches
Mason Mount,eng ENG,MF,27-004,9.1,259,342,75.7,4125,1273,144,167,86.2,80,99,80.8,25,47,53.2,0,1.1,1.4,-1.1,13,42,13,0,51,Matches
Ayden Heaven,eng ENG,DF,19-114,7.1,325,361,90.0,5797,1585,121,131,92.4,180,194,92.8,19,26,73.1,1,0.4,0.2,0.6,2,20,2,0,18,Matches
Manuel Ugarte,uy URU,MF,24-278,8.1,327,391,83.6,5186,1250,167,191,87.4,133,148,89.9,17,28,60.7,0,0.2,0.2,-0.2,2,36,2,0,39,Matches
Altay Bayındır,tr TUR,GK,27-275,6.0,122,192,63.5,3438,2646,30,30,100.0,52,53,98.1,40,109,36.7,0,0.2,0.0,-0.2,1,8,1,0,0,Matches
Noussair Mazraoui,ma MAR,DF,28-061,4.9,258,303,85.1,4181,1913,130,142,91.5,104,118,88.1,19,31,61.3,0,0.1,0.2,-0.1,2,39,5,3,47,Matches
Joshua Zirkzee,nl NED,"FW,MF",24-237,5.4,138,185,74.6,1809,380,88,107,82.2,40,55,72.7,3,6,50.0,1,0.9,0.3,0.1,8,11,4,1,16,Matches
Lisandro Martínez,ar ARG,DF,27-361,5.1,325,368,88.3,6119,2556,116,121,95.9,175,188,93.1,33,54,61.1,0,0.6,0.2,-0.6,4,31,5,0,29,Matches
Harry Maguire,eng ENG,DF,32-315,3.8,133,160,83.1,2591,800,40,47,85.1,80,91,87.9,11,19,57.9,1,0.4,0.0,0.6,1,6,0,0,15,Matches
Kobbie Mainoo,eng ENG,MF,20-270,2.6,142,164,86.6,2034,435,83,90,92.2,48,56,85.7,4,6,66.7,0,0.3,0.3,-0.3,6,14,2,1,9,Matches
Jack Fletcher,eng ENG,"MF,FW",18-301,1.2,37,45,82.2,549,111,24,28,85.7,9,12,75.0,3,3,100.0,0,0.1,0.0,-0.1,2,1,1,0,7,Matches
Bendito Mantato,eng ENG,FW,17-354,0.2,5,6,83.3,67,15,3,3,100.0,2,3,66.7,0,0,,0,0.1,0.0,-0.1,1,0,0,0,0,Matches
Shea Lacey,eng ENG,"FW,DF",18-275,0.2,3,3,100.0,45,6,1,1,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Tyler Fredricson,eng ENG,DF,20-325,0.0,0,1,0.0,0,0,0,0,,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Tyrell Malacia,nl NED,DF,26-150,0.0,1,2,50.0,18,0,0,0,,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,,,26.3,21.0,8509,10671,79.7,146750,52209,3998,4514,88.6,3531,4133,85.4,754,1466,51.4,23,25.8,23.0,-2.8,259,710,197,57,865,
Opponent Total,,,26.6,21.0,6988,9193,76.0,121270,46256,3310,3784,87.5,2833,3373,84.0,652,1475,44.2,21,18.8,15.3,2.2,169,569,149,42,673,
