Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 19_level_0_Ast,Unnamed: 20_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 23_level_0_KP,Unnamed: 24_level_0_1/3,Unnamed: 25_level_0_PPA,Unnamed: 26_level_0_CrsPA,Unnamed: 27_level_0_PrgP,Unnamed: 28_level_0_Matches
Jacob Bruun Larsen,dk DEN,"FW,MF",27-117,9.6,217,288,75.3,3189,757,120,132,90.9,70,88,79.5,13,34,38.2,1,1.4,1.1,-0.4,10,13,12,3,22,Matches
Loum Tchaouna,fr FRA,"MF,FW",22-128,8.4,146,212,68.9,2077,580,82,103,79.6,47,67,70.1,7,14,50.0,0,0.3,0.4,-0.3,3,11,10,2,18,Matches
Axel Tuanzebe,cd COD,DF,28-061,7.8,317,369,85.9,5370,1677,152,163,93.3,140,145,96.6,21,48,43.8,0,0.0,0.1,0.0,0,15,3,0,16,Matches
Zian Flemming,nl NED,FW,27-166,7.4,82,132,62.1,1169,363,45,61,73.8,26,42,61.9,6,12,50.0,0,0.2,0.2,-0.2,3,9,4,1,11,Matches
Armando Broja,al ALB,FW,24-126,7.1,68,106,64.2,814,150,42,58,72.4,15,22,68.2,2,3,66.7,1,0.3,0.1,0.7,4,4,2,0,6,Matches
Lucas,br BRA,"DF,MF",24-296,5.6,177,243,72.8,2682,747,92,102,90.2,66,90,73.3,10,35,28.6,0,0.3,0.7,-0.3,6,13,5,2,17,Matches
Hannibal Mejbri,tn TUN,MF,22-358,5.1,128,173,74.0,2023,552,69,79,87.3,35,47,74.5,13,27,48.1,1,1.1,0.7,-0.1,7,14,8,3,21,Matches
Marcus Edwards,eng ENG,"FW,MF",27-042,4.5,126,155,81.3,1849,525,71,82,86.6,41,51,80.4,8,11,72.7,2,1.9,1.3,0.1,14,13,9,2,24,Matches
Bashir Humphreys,eng ENG,DF,22-305,3.9,172,209,82.3,2849,1234,91,101,90.1,58,64,90.6,19,35,54.3,0,0.0,0.1,0.0,1,15,1,0,12,Matches
Oliver Sonne,pe PER,"DF,FW",25-065,1.9,49,76,64.5,755,245,32,38,84.2,11,26,42.3,5,7,71.4,0,0.0,0.1,0.0,1,3,2,1,5,Matches
Joe Worrall,eng ENG,DF,29-004,1.7,30,45,66.7,539,257,15,17,88.2,13,15,86.7,2,10,20.0,0,0.0,0.0,0.0,0,2,0,0,2,Matches
Mike Trésor,be BEL,"MF,FW",26-231,0.3,12,17,70.6,182,28,6,7,85.7,5,7,71.4,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Ashley Barnes,eng ENG,FW,36-076,0.1,1,5,20.0,15,12,1,2,50.0,0,1,0.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Jaydon Amauri Banel,nl NED,MF,21-087,0.1,4,4,100.0,71,24,2,2,100.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Squad Total,,,27.8,21.0,6523,8658,75.3,113687,42773,3139,3570,87.9,2573,3100,83.0,615,1449,42.4,15,12.6,11.5,2.4,133,510,113,30,536,
Opponent Total,,,26.6,21.0,9947,12060,82.5,168982,55355,4697,5195,90.4,4291,4893,87.7,750,1423,52.7,21,28.1,26.2,-7.1,249,803,214,76,879,
