Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 19_level_0_Ast,Unnamed: 20_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 23_level_0_KP,Unnamed: 24_level_0_1/3,Unnamed: 25_level_0_PPA,Unnamed: 26_level_0_CrsPA,Unnamed: 27_level_0_PrgP,Unnamed: 28_level_0_Matches
Andy Irving,sct SCO,MF,25-246,1.8,87,106,82.1,1533,416,41,44,93.2,33,38,86.8,9,19,47.4,0,0.3,0.2,-0.3,3,7,0,0,12,Matches
Luis Guilherme,br BRA,"FW,MF",19-339,1.4,27,30,90.0,376,86,17,18,94.4,8,8,100.0,1,1,100.0,0,0.0,0.0,0.0,1,1,1,0,2,Matches
Igor,br BRA,DF,27-341,1.2,16,22,72.7,310,111,4,5,80.0,8,10,80.0,3,6,50.0,0,0.0,0.0,0.0,1,1,0,0,0,Matches
Valentín Castellanos,ar ARG,FW,27-103,1.0,9,11,81.8,170,52,4,4,100.0,3,5,60.0,2,2,100.0,0,0.1,0.0,-0.1,2,1,0,0,1,Matches
Ezra Mayers,bb BRB,DF,18-363,1.3,68,83,81.9,1215,423,29,34,85.3,33,37,89.2,6,10,60.0,0,0.2,0.4,-0.2,2,14,2,1,11,Matches
Callum Marshall,nir NIR,FW,21-047,0.7,2,4,50.0,15,8,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Pablo,br BRA,MF,22-012,0.3,11,12,91.7,163,15,7,7,100.0,4,5,80.0,0,0,,0,0.0,0.0,0.0,1,0,1,0,1,Matches
Mohamadou Kanté,fr FRA,"FW,MF",20-116,0.2,4,7,57.1,40,12,4,4,100.0,0,2,0.0,0,1,0.0,0,0.1,0.0,-0.1,1,1,1,0,1,Matches
George Earthy,eng ENG,FW,21-131,0.1,3,3,100.0,55,0,2,2,100.0,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,,,27.0,21.0,6903,8884,77.7,119673,43389,3263,3661,89.1,2769,3231,85.7,671,1470,45.6,11,12.8,11.6,-1.8,150,530,126,31,641,
Opponent Total,,,26.7,21.0,9550,11579,82.5,161044,54728,4481,4929,90.9,4107,4678,87.8,720,1377,52.3,25,22.1,22.7,2.9,223,785,206,59,966,
