player,nation,position,age,90s_played,total_passes_completed,total_passes_attempted,pass_completion_percentage,total_passing_distance,progressive_passing_distance,short_passes_completed,short_passes_attempted,short_pass_completion_percentage,medium_passes_completed,medium_passes_attempted,medium_pass_completion_percentage,long_passes_completed,long_passes_attempted,long_pass_completion_percentage,assists,xAG,xA,assist_xAG_diff,key_passes,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes
Marcus Tavernier,ENG,"FW,MF",25,21.5,689,934,73.8,11654,3481,334,387,86.3,280,352,79.5,60,127,47.2,5,4.0,3.6,1.0,43,80,40,14,128
Adam Smith,ENG,DF,33,17.7,514,679,75.7,8452,2723,244,275,88.7,222,279,79.6,32,89,36.0,0,0.4,0.7,-0.4,8,49,10,5,49
Marcos Senesi,ARG,DF,27,12.3,561,735,76.3,11536,5815,199,228,87.3,267,311,85.9,89,180,49.4,0,0.2,0.5,-0.2,3,79,13,3,62
David Brooks,WAL,"FW,MF",27,10.7,310,411,75.4,4795,1429,176,205,85.9,101,130,77.7,24,47,51.1,0,1.9,2.0,-1.9,20,22,18,6,35
Alex Scott,ENG,MF,20,8.4,286,342,83.6,4583,1359,142,159,89.3,112,121,92.6,20,35,57.1,0,0.9,1.0,-0.9,12,41,5,1,52
Julian Araujo,MEX,DF,22,5.5,178,225,79.1,3006,890,84,94,89.4,83,96,86.5,10,29,34.5,0,0.1,0.1,-0.1,1,17,3,2,14
James Hill,ENG,DF,22,5.0,159,245,64.9,3098,1094,51,67,76.1,85,110,77.3,21,58,36.2,1,0.3,0.3,0.7,3,20,6,0,16
Mark Travers,IRL,GK,25,5.0,100,142,70.4,3469,2692,6,6,100.0,51,53,96.2,43,83,51.8,0,0.0,0.0,0.0,0,3,0,0,0
Enes Ünal,TUR,"FW,MF",27,3.8,63,99,63.6,685,192,40,52,76.9,17,28,60.7,0,1,0.0,1,0.4,0.3,0.6,4,4,4,0,12
Neto,BRA,GK,35,2.0,40,62,64.5,1183,896,7,7,100.0,21,21,100.0,12,33,36.4,0,0.0,0.0,0.0,0,2,0,0,0
Luis Sinisterra,COL,"FW,MF",25,2.6,73,93,78.5,1067,200,44,48,91.7,22,32,68.8,5,5,100.0,1,1.4,1.3,-0.4,9,6,2,2,6
Philip Billing,DEN,MF,28,2.0,70,102,68.6,1023,400,43,51,84.3,19,27,70.4,4,15,26.7,0,1.1,1.0,-1.1,9,9,7,2,15
Max Aarons,ENG,DF,24,1.0,50,63,79.4,887,361,21,25,84.0,24,29,82.8,4,7,57.1,0,0.0,0.0,0.0,0,8,0,0,8
Daniel Jebbison,ENG,FW,20,1.3,33,42,78.6,361,44,21,23,91.3,3,5,60.0,1,2,50.0,0,0.2,0.1,-0.2,3,1,1,0,3
Ben Winterburn,ENG,"MF,FW",19,0.3,5,7,71.4,93,44,2,3,66.7,3,4,75.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Julio Soler,ARG,"DF,FW",19,0.1,11,14,78.6,104,18,11,13,84.6,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Remy Rees-Dottin,ENG,FW,18,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Zain Silcott-Duberry,MSR,FW,19,0.0,1,2,50.0,25,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Squad Total,,,25,38.0,12977,16900,76.8,233955,86767,5648,6514,86.7,5659,6670,84.8,1365,2819,48.4,41,43.8,36.5,-2.8,437,1242,339,106,1489
Opponent Total,,,26,38.0,14072,18037,78.0,239562,94618,6832,7804,87.5,5701,6768,84.2,1179,2500,47.2,36,36.5,36.3,-0.5,369,1012,334,66,1295
