Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1
Quansah,ENG,DF,22-104,12,3,405.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.2,2.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04
Elliott,ENG,"MF,FW",22-039,16,1,275.0,3.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,0.9,1.7,9.0,32.0,28.0,0.0,0.33,0.33,0.0,0.33,0.28,0.29,0.57,0.28,0.57
Endo,JPN,MF,32-093,18,1,237.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
Chiesa,ITA,FW,27-200,5,0,46.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,3.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.49,0.49,0.49
Jaros,CZE,GK,23-294,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danns,ENG,MF,19-117,1,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davies,ENG,GK,21-252,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
McConnell,ENG,MF,20-242,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morton,ENG,MF,22-194,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nallo,ENG,DF,18-176,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nyoni,ENG,MF,17-317,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
