player,nation,position,age,matches_played,starts,minutes,90s_played,goals,assists,goals_and_assists,non_pk_goals,pks_scored,pks_attempted,yellow_cards,red_cards,xG,npxG,xAG,npxG_plus_xAG,progressive_carries,progressive_passes,progressive_passes_received,goals_per_90,assists_per_90,goals_and_assists_per_90,non_pk_goals_per_90,npG_and_assists_per_90,xG_per_90,xAG_per_90,xG_plus_xAG_per_90,npxG_per_90,npxG_plus_xAG_per_90
Ross Barkley,ENG,MF,30,20,3,581.0,6.5,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,1.8,1.8,0.6,2.4,15.0,36.0,10.0,0.46,0.15,0.62,0.46,0.62,0.27,0.1,0.37,0.27,0.37
Jaden Philogene Bidace,ENG,"FW,MF",22,11,2,332.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.5,0.5,0.3,0.8,7.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.13,0.08,0.2,0.13,0.2
Donyell Malen,NED,FW,25,14,2,305.0,3.4,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.2,2.2,0.2,2.4,12.0,6.0,30.0,0.89,0.0,0.89,0.89,0.89,0.64,0.05,0.69,0.64,0.69
Robin Olsen,SWE,GK,34,4,1,226.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kosta Nedeljković,SRB,DF,18,5,0,126.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emi Buendía,ARG,"MF,FW",27,12,0,98.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.0,0.7,3.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.6,0.02,0.62,0.6,0.62
Benjamin Broggio,ENG,FW,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Gauci,AUS,GK,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaldeen Jimoh,ENG,MF,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sil Swinkels,NED,DF,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kadan Young,ENG,MF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oliwier Zych,POL,GK,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squad Total,,,27,38,418,3420.0,38.0,56.0,45.0,101.0,53.0,3.0,6.0,76.0,4.0,56.1,51.3,41.7,93.0,720.0,1344.0,1331.0,1.47,1.18,2.66,1.39,2.58,1.48,1.1,2.57,1.35,2.45
Opponent Total,,,26,38,418,3420.0,38.0,51.0,36.0,87.0,49.0,2.0,3.0,104.0,2.0,50.1,47.8,36.4,84.2,688.0,1315.0,1292.0,1.34,0.95,2.29,1.29,2.24,1.32,0.96,2.28,1.26,2.22
