Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches
Andrew Robertson,sct SCO,DF,31-309,12,4,488.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.6,0.8,12.0,41.0,31.0,0.0,0.0,0.0,0.0,0.0,0.04,0.1,0.14,0.04,0.14,Matches
Jeremie Frimpong,nl NED,"FW,DF",25-035,9,4,394.0,4.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.3,1.4,23.0,11.0,57.0,0.0,0.23,0.23,0.0,0.23,0.02,0.3,0.32,0.02,0.32,Matches
Joe Gomez,eng ENG,DF,28-236,10,3,251.0,2.8,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.7,0.9,2.0,10.0,13.0,0.0,0.72,0.72,0.0,0.72,0.07,0.24,0.31,0.07,0.31,Matches
Federico Chiesa,it ITA,"FW,MF",28-081,15,1,240.0,2.7,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.2,1.2,1.3,2.5,8.0,11.0,27.0,0.75,0.37,1.13,0.75,1.13,0.46,0.47,0.94,0.46,0.94,Matches
Rio Ngumoha,eng ENG,"FW,MF",17-138,6,0,53.0,0.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.5,7.0,1.0,21.0,1.7,0.0,1.7,1.7,1.7,0.6,0.3,0.91,0.6,0.91,Matches
Wataru Endo,jp JPN,"MF,DF",32-339,5,0,47.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,2.0,2.0,0.0,0.0,1.91,1.91,0.0,1.91,0.0,0.21,0.21,0.0,0.21,Matches
Trey Nyoni,eng ENG,FW,18-198,2,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,1.41,0.0,1.41,Matches
Harvey Elliott,eng ENG,"MF,FW",22-285,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Giovanni Leoni,it ITA,DF,19-024,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Kieran Morrison,nir NIR,MF,19-066,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Wellity Omoruyi,es ESP,DF,20-002,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Ármin Pécsi,hu HUN,GK,20-324,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Calvin Ramsay,sct SCO,DF,22-167,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Freddie Woodman,eng ENG,GK,28-316,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,27.0,21,231,1890.0,21.0,31.0,21.0,52.0,30.0,1.0,1.0,36.0,0.0,31.9,31.2,24.5,55.7,475.0,1098.0,1091.0,1.48,1.0,2.48,1.43,2.43,1.52,1.17,2.69,1.48,2.65,
Opponent Total,,,26.8,21,231,1890.0,21.0,28.0,18.0,46.0,26.0,2.0,3.0,42.0,5.0,23.8,21.5,16.1,37.5,307.0,602.0,589.0,1.33,0.86,2.19,1.24,2.1,1.14,0.76,1.9,1.02,1.79,
