Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches
Danny Welbeck,eng ENG,FW,35-049,20,12,1121.0,12.5,8.0,0.0,8.0,7.0,1.0,3.0,3.0,0.0,7.2,4.8,0.3,5.2,10.0,14.0,47.0,0.64,0.0,0.64,0.56,0.56,0.58,0.03,0.6,0.39,0.41,Matches
Maxim De Cuyper,be BEL,"DF,FW",25-023,18,12,979.0,10.9,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.5,1.5,1.6,3.1,16.0,46.0,57.0,0.18,0.0,0.18,0.18,0.18,0.14,0.15,0.29,0.14,0.29,Matches
Kaoru Mitoma,jp JPN,FW,28-239,11,8,747.0,8.3,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.3,1.3,2.1,3.4,29.0,21.0,77.0,0.24,0.12,0.36,0.24,0.36,0.16,0.25,0.41,0.16,0.41,Matches
Brajan Gruda,de GER,"MF,FW",21-228,17,7,654.0,7.3,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.7,1.7,0.9,2.6,25.0,23.0,57.0,0.14,0.14,0.28,0.14,0.28,0.23,0.13,0.36,0.23,0.36,Matches
Jack Hinshelwood,eng ENG,"MF,DF",20-278,12,6,595.0,6.6,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.7,10.0,24.0,7.0,0.15,0.15,0.3,0.15,0.3,0.07,0.03,0.1,0.07,0.1,Matches
Joël Veltman,nl NED,DF,33-364,11,6,587.0,6.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.9,0.9,0.3,1.2,15.0,28.0,10.0,0.15,0.0,0.15,0.15,0.15,0.13,0.04,0.18,0.13,0.18,Matches
James Milner,eng ENG,MF,40-010,12,2,307.0,3.4,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.8,0.1,0.2,0.3,4.0,20.0,6.0,0.29,0.29,0.59,0.0,0.29,0.25,0.07,0.32,0.02,0.09,Matches
Diego Coppola,it ITA,DF,22-017,5,2,194.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Matt O'Riley,dk DEN,MF,25-054,2,2,177.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.2,0.4,0.2,0.6,0.0,5.0,11.0,0.51,0.0,0.51,0.0,0.0,0.61,0.1,0.72,0.21,0.32,Matches
Olivier Boscagli,fr FRA,DF,28-057,3,2,143.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Charalampos Kostoulas,gr GRE,"FW,MF",18-229,11,1,176.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.3,1.3,0.9,2.2,7.0,7.0,17.0,0.51,0.51,1.02,0.51,1.02,0.65,0.46,1.1,0.65,1.1,Matches
Stefanos Tzimas,gr GRE,"FW,MF",20-008,9,1,139.0,1.5,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.9,1.0,1.0,8.0,0.65,0.65,1.29,0.65,1.29,0.3,0.3,0.6,0.3,0.6,Matches
Pascal Groß,de GER,MF,34-213,2,1,110.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches
Tom Watson,eng ENG,FW,19-281,6,0,62.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches
Joe Knight,eng ENG,MF,20-115,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Nehemiah Oriola,eng ENG,MF,18-217,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Harry Howell,eng ENG,FW,17-107,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Freddie Simmonds,eng ENG,DF,17-311,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Jason Steele,eng ENG,GK,35-149,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Charlie Tasker,eng ENG,DF,19-324,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,25.9,21,231,1890.0,21.0,30.0,17.0,47.0,27.0,3.0,5.0,55.0,0.0,32.7,28.9,21.6,50.5,423.0,767.0,758.0,1.43,0.81,2.24,1.29,2.1,1.56,1.03,2.59,1.38,2.41,
Opponent Total,,,26.7,21,231,1890.0,21.0,25.0,18.0,43.0,21.0,4.0,5.0,44.0,1.0,30.0,26.2,21.2,47.5,354.0,681.0,676.0,1.19,0.86,2.05,1.0,1.86,1.43,1.01,2.44,1.25,2.26,
