Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches
Lutsharel Geertruida,nl NED,"DF,MF",25-180,17,10,978.0,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.2,0.9,6.0,32.0,6.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,Matches
Chemsdine Talbi,ma MAR,"FW,MF",20-250,16,9,886.0,9.8,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.2,1.2,0.3,1.5,24.0,10.0,55.0,0.2,0.1,0.3,0.2,0.3,0.12,0.03,0.15,0.12,0.15,Matches
Simon Adingra,ci CIV,"FW,MF",24-013,14,9,653.0,7.3,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,0.9,1.2,25.0,8.0,67.0,0.14,0.0,0.14,0.14,0.14,0.05,0.12,0.17,0.05,0.17,Matches
Bertrand Traoré,bf BFA,"FW,MF",30-130,10,9,608.0,6.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.9,1.5,12.0,20.0,50.0,0.15,0.0,0.15,0.15,0.15,0.09,0.13,0.22,0.09,0.22,Matches
Brian Brobbey,nl NED,FW,23-347,16,7,707.0,7.9,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,1.9,1.9,0.2,2.1,3.0,9.0,28.0,0.38,0.13,0.51,0.38,0.51,0.24,0.02,0.26,0.24,0.26,Matches
Chris Rigg,eng ENG,"FW,MF",18-210,10,6,377.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.6,2.0,8.0,21.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.14,0.07,0.14,Matches
Eliezer Mayenda,es ESP,FW,20-251,12,5,498.0,5.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.5,1.4,10.0,8.0,20.0,0.18,0.0,0.18,0.18,0.18,0.17,0.09,0.26,0.17,0.26,Matches
Habib Diarra,sn SEN,MF,22-011,5,4,372.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.0,0.6,10.0,13.0,18.0,0.0,0.0,0.0,0.0,0.0,0.14,0.01,0.15,0.14,0.15,Matches
Dennis Cirkin,eng ENG,DF,23-283,4,3,250.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Arthur Masuaku,cd COD,"DF,MF",32-068,3,2,126.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.1,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.1,0.05,0.1,Matches
Jenson Seelt,nl NED,DF,22-236,2,1,134.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Romaine Mundle,eng ENG,"FW,MF",22-265,8,0,178.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.4,8.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.22,0.01,0.23,0.22,0.23,Matches
Patrick Roberts,eng ENG,"MF,FW",28-343,1,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches
Marc Guiu,es ESP,FW,20-010,2,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,Matches
Dan Neil,eng ENG,MF,24-032,3,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luke O'Nien,eng ENG,"DF,MF",31-054,3,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Leo Fuhr Hjelde,no NOR,DF,22-141,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Harrison Jones,eng ENG,MF,21-020,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Jenson Jones,eng ENG,DF,25-076,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Anthony Patterson,eng ENG,GK,25-249,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Timur Tuterov,ua UKR,FW,20-217,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,25.9,21,231,1890.0,21.0,19.0,14.0,33.0,17.0,2.0,3.0,41.0,2.0,18.5,16.1,11.7,27.8,272.0,620.0,614.0,0.9,0.67,1.57,0.81,1.48,0.88,0.55,1.44,0.77,1.32,
Opponent Total,,,26.8,21,231,1890.0,21.0,21.0,17.0,38.0,21.0,0.0,1.0,35.0,1.0,30.6,29.8,23.5,53.3,432.0,929.0,916.0,1.0,0.81,1.81,1.0,1.81,1.46,1.12,2.57,1.42,2.54,
