Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches
Beto,gw GNB,FW,27-348,21,8,835.0,9.3,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,4.7,4.7,0.4,5.1,5.0,2.0,32.0,0.22,0.0,0.22,0.22,0.22,0.5,0.04,0.55,0.5,0.55,Matches
Carlos Alcaraz,ar ARG,"MF,FW",23-045,15,6,663.0,7.4,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.1,1.1,0.8,2.0,8.0,21.0,26.0,0.0,0.14,0.14,0.0,0.14,0.15,0.11,0.27,0.15,0.27,Matches
Dwight McNeil,eng ENG,"FW,MF",26-053,12,5,486.0,5.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.8,1.2,5.0,12.0,19.0,0.0,0.19,0.19,0.0,0.19,0.08,0.14,0.22,0.08,0.22,Matches
Tyler Dibling,eng ENG,FW,19-308,11,4,326.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.2,0.4,11.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.1,0.06,0.1,Matches
Merlin Röhl,de GER,MF,23-193,9,1,269.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.7,5.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,0.17,0.05,0.22,0.17,0.22,Matches
Harrison Armstrong,eng ENG,MF,18-360,3,1,101.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches
Nathan Patterson,sct SCO,DF,24-090,3,1,78.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
Séamus Coleman,ie IRL,"DF,FW",37-095,3,1,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Adam Aznou,ma MAR,DF,19-226,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Callum Bates,eng ENG,MF,20-108,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Elijah Campbell,eng ENG,DF,21-165,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Youssef Chermiti,pt POR,FW,21-235,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Braiden Graham,nir NIR,FW,18-068,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Tom King,wls WAL,GK,30-311,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Tyler Onyango,eng ENG,MF,22-316,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Mark Travers,ie IRL,GK,26-241,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Harry Tyrer,eng ENG,GK,24-039,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Reece Welch,eng ENG,DF,22-117,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,28.0,21,231,1890.0,21.0,22.0,19.0,41.0,21.0,1.0,1.0,40.0,3.0,23.6,22.8,18.3,41.1,306.0,657.0,646.0,1.05,0.9,1.95,1.0,1.9,1.12,0.87,1.99,1.09,1.95,
Opponent Total,,,26.4,21,231,1890.0,21.0,25.0,22.0,47.0,23.0,2.0,3.0,37.0,0.0,30.2,28.0,21.5,49.4,379.0,902.0,899.0,1.19,1.05,2.24,1.1,2.14,1.44,1.02,2.46,1.33,2.35,
